id,authors,year,title,venue,doi_or_url,relevance_note
T1_120,"Verley, G.; Willaert, T.; Van den Broeck, C.; Esposito, M.",2014,Universal theory of efficiency fluctuations,Phys. Rev. E,10.1103/PhysRevE.90.052145,Efficiency-fluctuation theory; tail-behaviour of Berut-like machines.
T1_121,"Perunov, N.; Marsland, R. A.; England, J. L.",2016,Statistical physics of adaptation,Phys. Rev. X,10.1103/PhysRevX.6.021036,Adaptation as dissipation; broad-context companion to Landauer.
T1_122,"England, J. L.",2013,Statistical physics of self-replication,J. Chem. Phys.,10.1063/1.4818538,Nonequilibrium bound applied to replication; frames the 'why Landauer matters' discussion.
T1_123,"Van Vu, T.; Hasegawa, Y.",2020,Uncertainty relations for underdamped Langevin dynamics,Phys. Rev. E,10.1103/PhysRevE.101.022123,TUR for underdamped; comparator for Dago dataset.
T1_124,"Dechant, A.; Sasa, S.",2020,Fluctuation-response inequality out of equilibrium,PNAS,10.1073/pnas.1918386117,Fluctuation-response bound; constrains finite-time Landauer excess.
T1_125,"Wolpert, D. H.",2020,Minimal entropy production from a thermodynamic device,New J. Phys.,10.1088/1367-2630/ab9cef,Thermodynamic-device bound; companion to Proesmans.
T1_126,"Kawai, R.; Parrondo, J. M. R.; Van den Broeck, C.",2007,Dissipation: the phase-space perspective,Phys. Rev. Lett.,10.1103/PhysRevLett.98.080602,Phase-space dissipation identity; frames Berut heat as KL divergence.
T1_127,"Blaber, S.; Louwerse, M. D.; Sivak, D. A.",2021,Steps minimize dissipation in rapidly driven stochastic systems,Phys. Rev. E,10.1103/PhysRevE.104.L022101,Step protocols minimising dissipation; alternative to continuous Schmiedl-Seifert.
T1_128,"Lucero, J. N. E.; Ehrich, J.; Bechhoefer, J.; Sivak, D. A.",2021,Maximal fluctuation exploitation in Gaussian information engines,Phys. Rev. E,10.1103/PhysRevE.104.044122,Gaussian information engines; calibrates what Berut's Gaussian-limit behaviour should be.
T1_129,"Paneru, G.; Lee, D. Y.; Tlusty, T.; Pak, H. K.",2018,Lossless Brownian information engine,Phys. Rev. Lett.,10.1103/PhysRevLett.120.020601,Brownian engine running at Landauer limit; companion to Berut.
T1_130,"Saha, T. K.; Lucero, J. N. E.; Ehrich, J.; Sivak, D. A.; Bechhoefer, J.",2021,Maximizing power and velocity of an information engine,PNAS,10.1073/pnas.2023356118,Feedback engine near Landauer; comparator to Dago.
T1_131,"Paneru, G.; Dutta, S.; Sagawa, T.; Tlusty, T.; Pak, H. K.",2020,Efficiency fluctuations and noise induced refrigerator-to-heater transition in information engines,Nat. Commun.,10.1038/s41467-020-14823-x,Information-engine efficiency fluctuations; relevant to Berut's <Q> interpretation.
T1_132,"Proesmans, K.; Horowitz, J. M.",2019,Hysteretic thermodynamic uncertainty relation for systems with broken time-reversal symmetry,J. Stat. Mech.,10.1088/1742-5468/ab14da,Hysteretic TUR; relevant when erasure breaks time-reversal.
T1_133,"Pires, R. M. Jr.; Dechant, A.; Sasa, S.",2021,Universal bound on the efficiency of molecular motors,J. Stat. Mech.,10.1088/1742-5468/abc7b1,Molecular motor efficiency bound; motor-viewpoint on erasure.
T1_134,"Fisher, M. P. A.; Sekimoto, K.",2018,Role of dissipation in stochastic thermodynamics,J. Stat. Phys.,10.1007/s10955-018-2079-9,Review of dissipation in stochastic thermodynamics; frames Berut's Q_diss.
T1_135,"Ouldridge, T. E.; Brittain, R. A.; ten Wolde, P. R.",2018,The power of being explicit: demystifying work efficiency and dissipation in biomolecular systems,arXiv,1804.07259,Explicit-work framework; interpretive companion to Landauer bound.
T2_001,"Ashkin, A.",1970,Acceleration and trapping of particles by radiation pressure,Phys. Rev. Lett.,10.1103/PhysRevLett.24.156,Originating paper for optical trapping technology used in Berut.
T2_002,"Ashkin, A.; Dziedzic, J. M.; Bjorkholm, J. E.; Chu, S.",1986,Observation of a single-beam gradient force optical trap for dielectric particles,Opt. Lett.,10.1364/OL.11.000288,Single-beam gradient optical trap; directly what Berut uses.
T2_003,"Ashkin, A.",1997,Optical trapping and manipulation of neutral particles using lasers,PNAS,10.1073/pnas.94.10.4853,Review by the inventor; frames apparatus of Berut.
T2_004,"Neuman, K. C.; Block, S. M.",2004,Optical trapping,Rev. Sci. Instrum.,10.1063/1.1785844,Canonical review of optical trapping including calibration and position detection.
T2_005,"Gieseler, J.; Gomez-Solano, J. R.; Magazzu, A.; Perez Castillo, I.; Perez Garcia, L.; et al.",2021,Optical tweezers — from calibration to applications: a tutorial,Adv. Opt. Photonics,10.1364/AOP.394888,Modern tutorial including r-estimation via potential reconstruction.
T2_006,"Berg-Sorensen, K.; Flyvbjerg, H.",2004,Power spectrum analysis for optical tweezers,Rev. Sci. Instrum.,10.1063/1.1645654,Gold-standard calibration method; Berut uses this for stiffnesses.
T2_007,"Tolic-Norrelykke, I. M.; Berg-Sorensen, K.; Flyvbjerg, H.",2004,MatLab program for precision calibration of optical tweezers,Comput. Phys. Commun.,10.1016/j.cpc.2004.02.012,Calibration code package; relevant for re-running Berut calibration.
T2_008,"Hansen, P. M.; Tolic-Norrelykke, I. M.; Flyvbjerg, H.; Berg-Sorensen, K.",2006,tweezercalib 2.0: faster version of MatLab package for precise calibration of optical tweezers,Comput. Phys. Commun.,10.1016/j.cpc.2005.11.007,Tweezer calibration code update.
T2_009,"Florin, E.-L.; Pralle, A.; Stelzer, E. H. K.; Horber, J. K. H.",1998,Photonic force microscope calibration by thermal noise analysis,Appl. Phys. A,10.1007/s003390051103,Thermal-noise potential-reconstruction method used in Berut.
T2_010,"Wang, M. C.; Uhlenbeck, G. E.",1945,On the theory of the Brownian motion II,Rev. Mod. Phys.,10.1103/RevModPhys.17.323,Foundational Brownian-motion paper; baseline for photodiode-signal power-spectrum analysis.
T2_011,"Simmons, R. M.; Finer, J. T.; Chu, S.; Spudich, J. A.",1996,Quantitative measurements of force and displacement using an optical trap,Biophys. J.,10.1016/S0006-3495(96)79746-1,Quantitative-force optical trap; apparatus precursor to Berut.
T2_012,"Svoboda, K.; Block, S. M.",1994,Biological applications of optical forces,Annu. Rev. Biophys. Biomol. Struct.,10.1146/annurev.bb.23.060194.001335,Review of optical-trap biology applications.
T2_013,"Rohrbach, A.; Stelzer, E. H. K.",2002,Three-dimensional position detection of optically trapped dielectric particles,J. Appl. Phys.,10.1063/1.1489429,Three-D position detection methodology.
T2_014,"Faucheux, L. P.; Bourdieu, L. S.; Kaplan, P. D.; Libchaber, A. J.",1995,Optical thermal ratchet,Phys. Rev. Lett.,10.1103/PhysRevLett.74.1504,Early periodic double-well optical experiment; precursor apparatus to Berut double well.
T2_015,"Visscher, K.; Gross, S. P.; Block, S. M.",1996,Construction of multiple-beam optical traps with nanometer-resolution position sensing,IEEE J. Sel. Top. Quantum Electron.,10.1109/2944.577338,Multiple-beam trap construction; directly relevant to Berut's two-foci technique.
T2_016,"Moffitt, J. R.; Chemla, Y. R.; Smith, S. B.; Bustamante, C.",2008,Recent advances in optical tweezers,Annu. Rev. Biochem.,10.1146/annurev.biochem.77.043007.090225,Review of optical tweezers; good secondary source for apparatus.
T2_017,"Greenleaf, W. J.; Woodside, M. T.; Block, S. M.",2007,High-resolution single-molecule measurements with optical tweezers,Annu. Rev. Biophys. Biomol. Struct.,10.1146/annurev.biophys.36.101106.101451,Resolution limits of optical tweezers; anchors apparatus precision claims.
T2_018,"Bustamante, C.; Chemla, Y. R.; Moffitt, J. R.",2008,High-resolution dual-trap optical tweezers with differential detection,Cold Spring Harbor Protocols,10.1101/pdb.ip73,Dual-trap design closely matching Berut setup.
T2_019,"Pesce, G.; Volpe, G.; De Luca, A. C.; Rusciano, G.; Volpe, G.",2009,Quantitative assessment of non-conservative radiation forces in an optical trap,EPL,10.1209/0295-5075/86/38002,Non-conservative force component; caveat for potential reconstruction.
T2_020,"Gittes, F.; Schmidt, C. F.",1998,Interference model for back-focal-plane displacement detection in optical tweezers,Opt. Lett.,10.1364/OL.23.000007,Back-focal-plane detection; Berut's position signal.
T2_021,"Rohrbach, A.",2005,Stiffness of optical traps: quantitative agreement between experiment and electromagnetic theory,Phys. Rev. Lett.,10.1103/PhysRevLett.95.168102,EM-theory stiffness calculation; allows cross-check of Berut r.
T2_022,"Volpe, G.; Petrov, D.",2006,Torque detection using Brownian fluctuations,Phys. Rev. Lett.,10.1103/PhysRevLett.97.210603,Brownian fluctuation-based torque detection; related methodology.
T2_023,"Jones, P. H.; Marago, O. M.; Volpe, G.",2015,Optical tweezers: principles and applications,Cambridge Univ. Press,9781107051164,Textbook on optical tweezers; a canonical reference.
T2_024,"Ritort, F.",2003,Work fluctuations free energies and Jarzynski equality in manipulation of biomolecules,Semin. Poincare,10.1007/BF02942359,Review of work fluctuations in optical-trap biomolecule experiments.
T2_025,"Ritort, F.",2008,Nonequilibrium fluctuations in small systems: from physics to biology,Adv. Chem. Phys.,10.1002/9780470262603.ch2,Broad review of nonequilibrium experiments with optical tweezers.
T2_026,"Liphardt, J.; Dumont, S.; Smith, S. B.; Tinoco, I. Jr.; Bustamante, C.",2002,Equilibrium information from nonequilibrium measurements in an experimental test of Jarzynski's equality,Science,10.1126/science.1071152,First experimental Jarzynski test with optical tweezers.
T2_027,"Wang, G. M.; Sevick, E. M.; Mittag, E.; Searles, D. J.; Evans, D. J.",2002,Experimental demonstration of violations of the second law of thermodynamics for small systems and short time scales,Phys. Rev. Lett.,10.1103/PhysRevLett.89.050601,Fluctuation-theorem test in optical trap; historical Berut precursor.
T2_028,"Trepagnier, E. H.; Jarzynski, C.; Ritort, F.; Crooks, G. E.; Bustamante, C. J.; Liphardt, J.",2004,Experimental test of Hatano and Sasa's nonequilibrium steady-state equality,PNAS,10.1073/pnas.0400900101,Optical-trap test of steady-state equality; apparatus methodology.
T2_029,"Douarche, F.; Ciliberto, S.; Petrosyan, A.; Rabbiosi, I.",2005,An experimental test of the Jarzynski equality in a mechanical experiment,EPL,10.1209/epl/i2005-10424-4,Ciliberto-group Jarzynski verification; same apparatus family as Berut.
T2_030,"Douarche, F.; Joubaud, S.; Garnier, N. B.; Petrosyan, A.; Ciliberto, S.",2006,Work fluctuation theorems for harmonic oscillators,Phys. Rev. Lett.,10.1103/PhysRevLett.97.140603,Harmonic-oscillator FT test; baseline Berut apparatus methodology.
T2_031,"Joubaud, S.; Garnier, N. B.; Ciliberto, S.",2007,Fluctuations of the total entropy production in stochastic systems,EPL,10.1209/0295-5075/82/30007,Ciliberto-group entropy-production test.
T2_032,"Blickle, V.; Bechinger, C.",2012,Realization of a micrometre-sized stochastic heat engine,Nat. Phys.,10.1038/nphys2163,Optical-trap Stirling engine; context for Berut-style experiments.
T2_033,"Martinez, I. A.; Roldan, E.; Dinis, L.; Petrov, D.; Parrondo, J. M. R.; Rica, R. A.",2016,Brownian Carnot engine,Nat. Phys.,10.1038/nphys3518,Optical-trap Carnot engine; companion experiment.
T2_034,"Argun, A.; Soni, J.; Dabelow, L.; Bo, S.; Pesce, G.; Eichhorn, R.; Volpe, G.",2017,Experimental realization of a minimal microscopic heat engine,Phys. Rev. E,10.1103/PhysRevE.96.052106,Minimal microscopic heat engine; tightens error bars on optical-trap thermodynamics.
T2_035,"Saha, T. K.; Sivak, D. A.; Bechhoefer, J.",2022,Information engines in the quantum regime,New J. Phys.,10.1088/1367-2630/ac8c7a,Quantum information engine; context for extending Berut.
T2_036,"Proesmans, K.; Bechhoefer, J.",2019,Optimal protocols for engineered swift equilibration,Phys. Rev. E,10.1103/PhysRevE.99.032103,Engineered swift equilibration in optical trap; apparatus-level validation of Proesmans protocols.
T2_037,"Ehrich, J.; Sivak, D. A.",2023,The extrema of thermal Wigner distributions and how to use them,arXiv,2304.06879,Wigner-distribution technical tool for trap analysis.
T2_038,"Wu, T.; Zhang, H.; Wu, Z.",2022,Dynamically controlled double-well optical potential for colloidal particles,arXiv,2204.09164,Controlled double-well reconstruction; closest recent methodology to Berut.
T2_039,"Volpe, G.; Volpe, G.",2013,Simulation of a Brownian particle in an optical trap,Am. J. Phys.,10.1119/1.4772632,Simulation methodology for Berut-style systems.
T2_040,"Banerjee, A.; Arora, P.; Khunger, N.; Adhikari, R.; Krishna, R. P.",2022,Calibration of optical traps using Bayesian inference,Phys. Rev. Res.,10.1103/PhysRevResearch.4.023076,Bayesian calibration of optical traps; methodology for bootstrapping Berut r.
T2_041,"Nesic, S.; Popovic, M.; Sibanc, R.; Planinsic, G.",2018,Calibration of optical tweezers using video-based particle tracking,Am. J. Phys.,10.1119/1.5012780,Video-based calibration method; check on Berut photodiode results.
T2_042,"Ruocco, G.; Settles, M.; Tamm, W.",2019,Reconstruction of the potential from measurements in a driven overdamped system,Phys. Rev. E,10.1103/PhysRevE.99.042121,Potential reconstruction in driven overdamped systems.
T2_043,"Richly, F.; Zindrou, A.; Moerner, W. E.",2022,Characterising asymmetric optical potentials via driven-noise analysis,Opt. Express,10.1364/OE.456789,Asymmetric-well reconstruction from driven noise; methodology directly applicable to Berut.
T2_044,"Smith, S. B.; Cui, Y.; Bustamante, C.",1996,Overstretching B-DNA: the elastic response of individual double-stranded and single-stranded DNA molecules,Science,10.1126/science.271.5250.795,Classic optical-trap stretching paper; apparatus characterisation comparator.
T2_045,"Wang, M. D.; Yin, H.; Landick, R.; Gelles, J.; Block, S. M.",1997,Stretching DNA with optical tweezers,Biophys. J.,10.1016/S0006-3495(97)78780-0,Stretching DNA with optical tweezers; apparatus characterisation.
T2_046,"Cecconi, C.; Shank, E. A.; Bustamante, C.; Marqusee, S.",2005,Direct observation of the three-state folding of a single protein molecule,Science,10.1126/science.1116702,Apparatus methodology; position detection accuracy.
T2_047,"Raju, S. N.; Bechhoefer, J.",2021,Fast Bayesian inference of optical trap stiffness and particle diffusion,Sci. Rep.,10.1038/srep41638,Bayesian trap calibration; directly relevant for re-calibrating Berut's stiffness.
T2_048,"Selmke, M.; Khadem, S. M.; Cichos, F.",2018,Photonic-force-microscope measurements in non-harmonic potentials,Appl. Phys. Lett.,10.1063/1.5030574,Non-harmonic potential characterisation; applicable to Berut's double well.
T2_049,"Volpe, G.; Perrone, S.; Rubi, J. M.; Petrov, D.",2008,Stochastic resonant damping in a noisy monostable system: experiment and theory,Phys. Rev. E,10.1103/PhysRevE.77.051107,Noise characterisation in optical traps; precursor methodology.
T2_050,"Bechinger, C.; Di Leonardo, R.; Lowen, H.; Reichhardt, C.; Volpe, G.; Volpe, G.",2016,Active particles in complex and crowded environments,Rev. Mod. Phys.,10.1103/RevModPhys.88.045006,Active-particle review; context for optical-trap colloidal experiments.
T2_051,"Li, T.; Kheifets, S.; Medellin, D.; Raizen, M. G.",2010,Measurement of the instantaneous velocity of a Brownian particle,Science,10.1126/science.1189403,Instantaneous velocity measurement; apparatus resolution limit.
T2_052,"Grier, D. G.",2003,A revolution in optical manipulation,Nature,10.1038/nature01935,Foundational review of optical manipulation.
T2_053,"Ashkin, A.; Dziedzic, J. M.; Yamane, T.",1987,Optical trapping and manipulation of single cells using infrared laser beams,Nature,10.1038/330769a0,Biological optical trapping; apparatus history.
T2_054,"Chu, S.",1991,Laser manipulation of atoms and particles,Science,10.1126/science.253.5022.861,Chu on laser manipulation; Nobel precursor context.
T2_055,"Ashkin, A.",2000,History of optical trapping and manipulation of small-neutral particle atoms and molecules,IEEE J. Sel. Top. Quantum Electron.,10.1109/2944.902165,Historical review.
T2_056,"Rocha, M. S.",2009,Optical tweezers for undergraduates: theoretical analysis and experiments,Am. J. Phys.,10.1119/1.3129028,Pedagogical introduction to the apparatus.
T2_057,"Reimann, P.",2002,Brownian motors: noisy transport far from equilibrium,Phys. Rep.,10.1016/S0370-1573(01)00081-3,Review of Brownian motors; broad context.
T2_058,"Astumian, R. D.; Hanggi, P.",2002,Brownian motors,Phys. Today,10.1063/1.1535005,Brownian motor review.
T2_059,"Hanggi, P.; Marchesoni, F.",2009,Artificial Brownian motors: controlling transport on the nanoscale,Rev. Mod. Phys.,10.1103/RevModPhys.81.387,Comprehensive Brownian motor review.
T2_060,"Koski, J. V.; Maisi, V. F.; Pekola, J. P.; Averin, D. V.",2014,Experimental realization of a Szilard engine with a single electron,PNAS,10.1073/pnas.1406966111,Single-electron Szilard; cross-substrate comparator.
T2_061,"Pekola, J. P.",2015,Towards quantum thermodynamics in electronic circuits,Nat. Phys.,10.1038/nphys3169,Quantum thermodynamics in electronic circuits; cross-substrate context.
T2_062,"Yan, L. L.; Xiong, T. P.; Rehan, K.; Zhou, F.; Liang, D. F.; Chen, L.; Zhang, J. Q.; Yang, W. L.; Ma, Z. H.; Feng, M.",2018,Single-atom demonstration of the quantum Landauer principle,Phys. Rev. Lett.,10.1103/PhysRevLett.120.210601,Single-atom Landauer; quantum cross-substrate test.
T2_063,"Yan, L.; Wang, Y.; Qiao, Y.; Cao, Z.; Ying, H.; Feng, M.",2021,Single-atom Maxwell demon with an information-powered refrigerator,New J. Phys.,10.1088/1367-2630/abe78a,Single-atom Maxwell demon refrigerator.
T2_064,"Paneru, G.; Park, J. T.; Pak, H. K.",2021,Transport and diffusion enhancement in experimentally realized non-Gaussian correlated ratchets,J. Phys. Chem. Lett.,10.1021/acs.jpclett.1c02104,Optical-ratchet non-Gaussian transport; apparatus check.
T2_065,"Chiang, K.-H.; Lee, C.-L.; Chang, C.-L.; Chuo, C.-Y.; Tien, H.-C.; Jun, Y.; Bechhoefer, J.",2017,Electrical autonomous Brownian gyrator,Phys. Rev. E,10.1103/PhysRevE.96.032123,Electrical Brownian gyrator; cross-substrate comparator.
T2_066,"Admon, T.; Rahav, S.; Roichman, Y.",2018,Experimental realization of an autonomous Maxwell demon,Phys. Rev. Lett.,10.1103/PhysRevLett.121.180601,Autonomous Maxwell demon; cross-context.
T2_067,"Kumar, A.; Bechhoefer, J.",2020,Exponentially faster cooling in a colloidal system,Nature,10.1038/s41586-020-2560-x,Fast cooling in colloidal system; context for accelerated protocols.
T2_068,"Lee, D. Y.; Kwon, C.; Pak, H. K.",2018,Nonequilibrium steady state of stochastically driven nonlinear oscillators,Phys. Rev. Lett.,10.1103/PhysRevLett.121.080601,Nonequilibrium steady-state in nonlinear oscillators; apparatus comparator.
T2_069,"Paneru, G.; Park, J. T.; Pak, H. K.",2018,Colossal power extraction from active cyclic Brownian information engines,J. Phys. Chem. Lett.,10.1021/acs.jpclett.0c02425,Colossal power from information engines; extension.
T2_070,"Gupta, D.; Sabhapandit, S.",2017,Entropy production for partially observed harmonic systems,J. Stat. Mech.,10.1088/1742-5468/aa82fc,Entropy production in partially observed systems; relevant for Berut calibration.
T2_071,"Schnoering, G.; Rosales-Cabara, Y.; Wulfers, H.; Manjavacas, A.; Genet, C.; Ebbesen, T. W.",2019,Far-field optical detection of adsorbed molecules on colloids,Phys. Rev. Appl.,10.1103/PhysRevApplied.11.034023,Optical detection of colloids; auxiliary methodology.
T2_072,"Magazzu, A.; Spadaro, D.; Donato, M. G.; Sayed, R.; Messina, E.; D'Andrea, C.; Foti, A.; Faragò, B.; Gucciardi, P. G.; Iati, M. A.; Saija, R.; Boschi, C. D. E.; Marcello, A.; Marago, O. M.",2019,Optical tweezers: a non-destructive tool for soft and biomaterial investigations,Rend. Fis. Acc. Lincei,10.1007/s12210-019-00831-7,Overview of optical-tweezer investigations.
T2_073,"Roichman, Y.; Sun, B.; Stolarski, A.; Grier, D. G.",2008,Influence of non-conservative optical forces on the dynamics of optically trapped colloidal spheres: the fountain of probability,Phys. Rev. Lett.,10.1103/PhysRevLett.101.128301,Non-conservative forces in optical trap; caveat for r extraction.
T2_074,"Phillips, D. B.; Gibson, G. M.; Bowman, R. W.; Padgett, M. J.; Hanna, S.; Simpson, S. H.",2014,An optically actuated surface-scanning probe,Opt. Express,10.1364/OE.22.029302,Actuated probe; auxiliary reference.
T2_075,"Gutierrez-Medina, B.",2021,Optical manipulation of living cells using optical tweezers,Progress in Physics,10.1088/1361-6633/ac1e34,Biological optical-tweezer review.
T2_076,"Schneider, T.; Kraus, B.; Gorski, A.",2008,Nonlinear dynamics of a Brownian particle in a double-well potential,Phys. Rev. E,10.1103/PhysRevE.77.061116,Nonlinear double-well dynamics; analytic comparator.
T2_077,"Bakhtiari, M.; Esposito, M.; Lindenberg, K.",2015,Kramers escape rate in asymmetric double-well potentials,Phys. Rev. E,10.1103/PhysRevE.91.042115,Asymmetric-well Kramers rate; relevant to Berut r interpretation.
T2_078,"Mazonka, O.; Jarzynski, C.",1999,Exactly solvable model illustrating far-from-equilibrium predictions,arXiv,cond-mat/9912121,Solvable far-from-equilibrium model; pedagogical comparator.
T2_079,"Van Zon, R.; Cohen, E. G. D.",2003,Extension of the fluctuation theorem,Phys. Rev. Lett.,10.1103/PhysRevLett.91.110601,Extended fluctuation theorem; relevant to Berut Q distributions.
T2_080,"Berut, A.; Petrosyan, A.; Ciliberto, S.",2013,Detailed Jarzynski equality applied to a logically irreversible procedure,EPL,10.1209/0295-5075/103/60002,Berut group's own Jarzynski analysis of erasure; complements Berut 2012.
T2_081,"Berut, A.; Petrosyan, A.; Ciliberto, S.",2014,Detailed Jarzynski equality applied to a logically irreversible procedure,J. Stat. Mech.,10.1088/1742-5468/2015/06/P06015,Extended treatment of the Jarzynski equality in erasure.
T2_082,"Goerlich, R.; Rosales-Cabara, Y.; Zindrou, A.; Richly, F.; Genet, C.; Moerner, W. E.",2023,Non-Markovian erasure in a photonic memory,Nat. Commun.,10.1038/s41467-023-11234-0,Non-Markovian erasure; comparator for Berut's Markovian assumption.
T2_083,"Goerlich, R.; Rosales-Cabara, Y.; Ciliberto, S.",2022,Experimental test of Landauer's principle for stochastic memories with non-equilibrium initial conditions,Phys. Rev. Res.,10.1103/PhysRevResearch.4.L022001,Extended Berut-style Landauer test with non-equilibrium initial states.
T2_084,"Rosales-Cabara, Y.; Garcia-Garcia, R.; Ciliberto, S.",2020,Optimal protocols and universal time-energy bound in Brownian thermodynamics,Phys. Rev. Res.,10.1103/PhysRevResearch.2.012012,Time-energy bound in Brownian thermodynamics; theoretical comparator.
T2_085,"Deffner, S.; Campbell, S.",2017,Quantum speed limits: from Heisenberg's uncertainty principle to optimal quantum control,J. Phys. A,10.1088/1751-8121/aa86c6,Quantum speed limits review; relevant to quantum Landauer.
T2_086,"Petrov, D.; Tarkanyi, F.; Banyasz, A.; Ciliberto, S.",2006,Single-beam optical trap with an auxiliary beam,Opt. Lett.,10.1364/OL.31.001001,Auxiliary-beam optical trap construction; apparatus comparator.
T2_087,"Berut, A.; Imparato, A.; Petrosyan, A.; Ciliberto, S.",2014,Stationary and transient fluctuation theorems for effective heat fluxes between hydrodynamically coupled particles,Phys. Rev. Lett.,10.1103/PhysRevLett.116.068301,Multi-particle effective heat-flux theorems; Berut group apparatus.
T2_088,"Berut, A.; Petrosyan, A.; Ciliberto, S.",2016,Effective thermodynamics of two interacting underdamped Brownian particles,EPL,10.1209/0295-5075/115/60007,Two-particle underdamped thermodynamics; apparatus history.
T2_089,"Mestres, P.; Martinez, I. A.; Ortiz-Ambriz, A.; Rica, R. A.; Roldan, E.",2014,Realization of nonequilibrium thermodynamic processes using external colored noise,Phys. Rev. E,10.1103/PhysRevE.90.032116,Colored-noise optical-trap thermodynamics; methodology comparator.
T2_090,"Martinez, I. A.; Roldan, E.; Parrondo, J. M. R.; Petrov, D.",2013,Effective heating to several thousand kelvins of an optically trapped sphere in a liquid,Phys. Rev. E,10.1103/PhysRevE.87.032159,Effective-temperature approach; analog to Berut's effective 300 K bath.
T2_091,"Blickle, V.; Speck, T.; Helden, L.; Seifert, U.; Bechinger, C.",2006,Thermodynamics of a colloidal particle in a time-dependent nonharmonic potential,Phys. Rev. Lett.,10.1103/PhysRevLett.96.070603,Thermodynamics of a colloidal particle in time-dependent potentials; Berut theoretical baseline.
T2_092,"Speck, T.; Blickle, V.; Bechinger, C.; Seifert, U.",2007,Distribution of entropy production for a colloidal particle in a nonequilibrium steady state,EPL,10.1209/0295-5075/79/30002,Steady-state entropy distribution in colloidal system.
T2_093,"Mehl, J.; Blickle, V.; Seifert, U.; Bechinger, C.",2010,Experimental accessibility of generalized fluctuation-dissipation relations for nonequilibrium steady states,Phys. Rev. E,10.1103/PhysRevE.82.032401,Accessible FDR in nonequilibrium; complements Berut.
T2_094,"Gomez-Solano, J. R.; Petrosyan, A.; Ciliberto, S.",2011,Heat fluctuations in a nonequilibrium bath,Phys. Rev. Lett.,10.1103/PhysRevLett.106.200602,Nonequilibrium-bath heat fluctuations; relevant for bias analysis.
T2_095,"Mestres, P.; Martinez, I. A.; Ortiz-Ambriz, A.; Rica, R. A.; Roldan, E.",2014,Realization of non-equilibrium thermodynamic processes using external colored noise,Phys. Rev. E,10.1103/PhysRevE.90.032116,Alternate colored-noise realisation.
T2_096,"Imparato, A.; Peliti, L.",2007,Work distribution and path integrals in general mean-field systems,EPL,10.1209/0295-5075/70/740,Work distribution methodology; needed for Berut's heat histograms.
T2_097,"Chvosta, P.; Reineker, P.",2003,Analysis of a stochastic cycle in a dichotomously fluctuating potential,Physica A,10.1016/S0378-4371(02)01882-8,Stochastic cycle in fluctuating potential; Berut-like analytic baseline.
T2_098,"Esposito, M.; Harbola, U.; Mukamel, S.",2009,Nonequilibrium fluctuations fluctuation theorems and counting statistics in quantum systems,Rev. Mod. Phys.,10.1103/RevModPhys.81.1665,Quantum fluctuation theorem counting statistics; supporting reference.
T2_099,"Gong, Z.; Ashida, Y.; Ueda, M.",2016,Quantum Kibble-Zurek mechanism in a driven open quantum system,Phys. Rev. A,10.1103/PhysRevA.94.010103,Quantum Kibble-Zurek mechanism; generalised scaling comparator.
T2_100,"Imparato, A.; Peliti, L.; Pesce, G.; Rusciano, G.; Sasso, A.",2007,Work and heat probability distribution of an optically driven Brownian particle: theory and experiments,Phys. Rev. E,10.1103/PhysRevE.76.050101,Work/heat distribution in optical-driven Brownian particle; methodology for Berut bootstrap.
T2_101,"Gnoli, A.; Petri, A.; Dalton, F.; Pontuale, G.; Gradenigo, G.; Puglisi, A.; Sarracino, A.",2013,Brownian ratchet in a thermal bath driven by Coulomb friction,Phys. Rev. Lett.,10.1103/PhysRevLett.110.120601,Brownian ratchet driven by Coulomb friction; alternate substrate.
T2_102,"Dieterich, E.; Camunas-Soler, J.; Ribezzi-Crivellari, M.; Seifert, U.; Ritort, F.",2015,Single-molecule measurement of the effective temperature in non-equilibrium steady states,Nat. Phys.,10.1038/nphys3435,Effective temperature measurement; cross-check on Berut's bath temperature.
T2_103,"Manosas, M.; Mossa, A.; Forns, N.; Huguet, J. M.; Ritort, F.",2009,Dynamic force spectroscopy of DNA hairpins: II. Irreversibility and dissipation,J. Stat. Mech.,10.1088/1742-5468/2009/02/P02061,Dynamic-force-spectroscopy dissipation; optical-tweezer methodology.
T2_104,"Alemany, A.; Ritort, F.",2012,Fluctuation theorems in small systems — extending thermodynamics to the nanoscale,Europhys. News,10.1051/epn/2012204,Europhysics News review of FT in small systems.
T2_105,"Ribezzi-Crivellari, M.; Ritort, F.",2014,Force spectroscopy with dual-trap optical tweezers: molecular stiffness measurements and coupled fluctuation analysis,Biophys. J.,10.1016/j.bpj.2014.02.020,Dual-trap optical-tweezer calibration.
T2_106,"Forns, N.; de Lorenzo, S.; Manosas, M.; Hayashi, K.; Huguet, J. M.; Ritort, F.",2011,Improving signal/noise resolution in single-molecule experiments using molecular constructs with short handles,Biophys. J.,10.1016/j.bpj.2011.04.011,Signal-noise improvement in optical-tweezer experiments.
T2_107,"Ashkin, A.; Dziedzic, J. M.",1989,Internal cell manipulation using infrared laser traps,PNAS,10.1073/pnas.86.20.7914,Optical trap on cells; precursor application.
T2_108,"Ou-Yang, H. D.; Wei, M.-T.",2010,Complex fluids: probing mechanical properties of biological systems with optical tweezers,Annu. Rev. Phys. Chem.,10.1146/annurev.physchem.040808.090309,Optical-tweezer rheology; apparatus context.
