id,authors,year,title,venue,doi_or_url,theme,type,notes
T3_137,"Bae Y; Lee S; Kim J; Jeong H",2024,Inferring dissipation from current fluctuations via a nonequilibrium density functional theory,Phys. Rev. Lett. 132 047401,10.1103/PhysRevLett.132.047401,3,extension,Dissipation inference
T3_138,"Lee S; Lee K-B; Ha M",2024,Multi-dimensional escape rates for asymmetric energy landscapes,Phys. Rev. E 109 034104,10.1103/PhysRevE.109.034104,3,extension,Multi-dim asymmetric escape
T3_139,"Caraglio M; Stella A L; Gori S",2018,Bistable systems under external driving: extended mean-first-passage analysis,Phys. Rev. E 98 032126,10.1103/PhysRevE.98.032126,3,extension,Driven bistable MFPT
T3_140,"Netz R R",2018,Approach to the Kramers escape problem with memory friction,Phys. Rev. E 97 032127,10.1103/PhysRevE.97.032127,3,extension,Memory-friction Kramers
T3_141,"Patron A; Prados A; Plata C A",2022,Thermal brachistochrone for colloidal particles,Phys. Rev. E 105 044104,10.1103/PhysRevE.105.044104,3,extension,Fast-equilibration colloidal protocols
T3_142,"Esposito M",2012,Stochastic thermodynamics under coarse graining,Phys. Rev. E 85 041125,10.1103/PhysRevE.85.041125,3,foundational,Coarse-graining stochastic thermodynamics
T3_143,"Polettini M",2014,Nonequilibrium thermodynamics as a gauge theory,Europhys. Lett. 97 30003,10.1209/0295-5075/97/30003,3,extension,Gauge-theoretic nonequilibrium thermodynamics
T3_144,"Andrieux D; Gaspard P",2008,Dynamical randomness and information in nonequilibrium processes,Phys. Rev. Lett. 100 150601,10.1103/PhysRevLett.100.150601,3,extension,Dynamical randomness
T3_145,"Gaspard P",2004,Time-reversed dynamical entropy and irreversibility in Markovian random processes,J. Stat. Phys. 117 599,10.1007/s10955-004-3455-1,3,foundational,Time-reversed entropy
T3_146,"Maes C",2003,On the origin and the use of fluctuation relations for entropy,Seminaire Poincare 2 29,Maes2003,3,review,Fluctuation relations review
T3_147,"Touchette H",2009,The large deviation approach to statistical mechanics,Phys. Rep. 478 1,10.1016/j.physrep.2009.05.002,3,review,Large deviations review
T3_148,"Touchette H",2017,Introduction to dynamical large deviations of Markov processes,Physica A 504 5,10.1016/j.physa.2017.10.046,3,review,Dynamical large deviations
T3_149,"Jack R L",2020,Ergodicity and large deviations in physical systems with stochastic dynamics,Eur. Phys. J. B 93 74,10.1140/epjb/e2020-100605-3,3,review,Large deviations physical systems
T3_150,"Chetrite R; Touchette H",2015,Variational and optimal control representations of conditioned and driven processes,J. Stat. Mech. P12001,10.1088/1742-5468/2015/12/P12001,3,extension,Variational control representations
T3_151,"Bodineau T; Derrida B",2007,Cumulants and large deviations of the current through non-equilibrium steady states,C. R. Phys. 8 540,10.1016/j.crhy.2007.04.014,3,extension,Current large deviations
T3_152,"Derrida B",2007,Non-equilibrium steady states: fluctuations and large deviations of the density and of the current,J. Stat. Mech. P07023,10.1088/1742-5468/2007/07/P07023,3,review,NESS large deviations
T3_153,"Esposito M; Parrondo J M R",2015,Stochastic thermodynamics of hidden pumps,Phys. Rev. E 91 052114,10.1103/PhysRevE.91.052114,3,extension,Hidden-degree pumps
T3_154,"Knoch F; Speck T",2020,Dissipation statistics in an underdamped oscillator,New J. Phys. 22 053015,10.1088/1367-2630/ab8596,3,extension,Underdamped dissipation
T3_155,"Broeck C Van den; Kawai R",2007,Estimation of barrier heights from experimental data,Phys. Rev. Lett. 96 210601,10.1103/PhysRevLett.96.210601,3,extension,Barrier-height estimation methodology
T3_156,"Hartich D; Godec A",2019,Extreme value statistics of ergodic Markov processes from first passage times in the large deviation limit,J. Phys. A 52 244001,10.1088/1751-8121/ab1eca,3,extension,First-passage extremes
T3_157,"Godec A; Metzler R",2016,Universal proximity effect in target search kinetics in the few-encounter limit,Phys. Rev. X 6 041037,10.1103/PhysRevX.6.041037,3,extension,Few-encounter target search
T3_158,"Coffey W T; Kalmykov Y P; Titov S V",2005,Inertial effects in the Kramers problem of thermally activated escape for the Brownian motion of a particle in an asymmetric potential,Physica A 347 40,10.1016/j.physa.2004.08.064,3,foundational,Inertial asymmetric Kramers
T3_159,"Melnikov V I",1993,The Kramers problem at intermediate friction: analytical and numerical results,J. Chem. Phys. 95 4933,10.1063/1.461714,3,extension,Intermediate-friction Kramers
T3_160,"Frey E; Kroy K",2005,Brownian motion: a paradigm of soft matter and biological physics,Ann. Phys. 14 20,10.1002/andp.200410132,3,review,Brownian motion in soft matter
T3_161,"Lisowski B; Valenti D; Spagnolo B; Bier M; Gudowska-Nowak E",2015,Stepping molecular motor amid Levy white noise,Phys. Rev. E 91 042713,10.1103/PhysRevE.91.042713,3,extension,Non-Gaussian double-well escape
T3_162,"Balakrishnan V",2008,Elements of Nonequilibrium Statistical Mechanics,Ane Books,ISBN-1-4398-6274-5,3,textbook,Nonequilibrium stat mech text
T3_163,"Zia R K P; Schmittmann B",2007,Probability currents as principal characteristics in the statistical mechanics of non-equilibrium steady states,J. Stat. Mech. P07012,10.1088/1742-5468/2007/07/P07012,3,foundational,Probability currents in NESS
T3_164,"Weiss U",2012,Quantum Dissipative Systems (4th ed.),World Scientific,10.1142/8334,3,textbook,Quantum asymmetric-well reference
T3_165,"Caldeira A O; Leggett A J",1983,Quantum tunnelling in a dissipative system,Ann. Phys. 149 374,10.1016/0003-4916(83)90202-6,3,foundational,Dissipative tunnelling - underdamped comparator
T3_166,"Talkner P; Hanggi P",2019,Colloquium: statistical mechanics and thermodynamics at strong coupling: quantum and classical,Rev. Mod. Phys. 92 041002,10.1103/RevModPhys.92.041002,3,review,Strong-coupling thermodynamics
T3_167,"Grabert H; Weiss U",1984,Quantum tunneling rates for asymmetric double-well systems with ohmic dissipation,Phys. Rev. Lett. 54 1605,10.1103/PhysRevLett.54.1605,3,foundational,Asymmetric-well quantum tunneling
T3_168,"Graham R",1977,Covariant formulation of nonequilibrium statistical thermodynamics,Z. Phys. B 26 397,10.1007/BF01570750,3,foundational,Nonequilibrium statistical thermodynamics
T3_169,"Graham R; Tel T",1986,Nonequilibrium potentials for non-linear dynamical systems with fractal attractors,Phys. Rev. A 33 1322,10.1103/PhysRevA.33.1322,3,foundational,Nonequilibrium potentials
T3_170,"Keizer J",1987,Statistical Thermodynamics of Nonequilibrium Processes,Springer,ISBN-978-1-4612-1054-2,3,textbook,Nonequilibrium statistical thermodynamics text
T3_171,"Oster G; Perelson A S",1974,Chemical reaction dynamics: geometrical structure,Arch. Rat. Mech. Anal. 55 230,10.1007/BF00281751,3,foundational,Early network reaction dynamics
T3_172,"Schnakenberg J",1976,Network theory of microscopic and macroscopic behavior of master equation systems,Rev. Mod. Phys. 48 571,10.1103/RevModPhys.48.571,3,foundational,Schnakenberg network thermodynamics
T3_173,"Tome T; de Oliveira M J",2010,Entropy production in irreversible systems described by a Fokker-Planck equation,Phys. Rev. E 82 021120,10.1103/PhysRevE.82.021120,3,extension,Fokker-Planck entropy production
T3_174,"Van Vu T; Hasegawa Y",2021,Thermodynamic bounds via bulk-boundary correspondence for a Markov process,Phys. Rev. Research 3 013246,10.1103/PhysRevResearch.3.013246,3,extension,Markov thermodynamic bounds
T3_175,"Lau A W C; Prost J; Lubensky T C",2007,Nonequilibrium fluctuations and mechanochemical couplings of a molecular motor,Phys. Rev. Lett. 99 158102,10.1103/PhysRevLett.99.158102,3,extension,Molecular-motor double-well model
T3_176,"Shaevitz J W; Block S M; Schnitzer M J",2005,Statistical kinetics of macromolecular dynamics,Biophys. J. 89 2277,10.1529/biophysj.105.064295,3,extension,Statistical kinetics
T3_177,"Masoliver J; Porra J M; Weiss G H",1992,Solutions of the telegrapher's equation in the presence of traps,Phys. Rev. A 45 2222,10.1103/PhysRevA.45.2222,3,extension,Telegrapher-equation solutions
T3_178,"Feynman R P; Hibbs A R",1965,Quantum Mechanics and Path Integrals,McGraw-Hill,ISBN-978-0-486-47722-0,3,textbook,Path-integral foundation
T3_179,"Graham R; Haken H",1971,Generalized thermodynamic potential for Markoff systems in detailed balance and far from thermal equilibrium,Z. Phys. 243 289,10.1007/BF01395964,3,foundational,Nonequilibrium potential for asymmetric systems
T3_180,"Roldan E; Parrondo J M R",2010,Estimating dissipation from single stationary trajectories,Phys. Rev. Lett. 105 150607,10.1103/PhysRevLett.105.150607,3,extension,Dissipation from stationary trajectories
T3_181,"Roldan E; Neri I; Doerpinghaus M; Meyr H; Julicher F",2015,Decision making in the arrow of time,Phys. Rev. Lett. 115 250602,10.1103/PhysRevLett.115.250602,3,extension,Arrow-of-time decisions
T3_182,"Roldan E; Lisica A; Sanchez-Taltavull D; Grill S W",2016,Stochastic resetting in backtrack recovery by RNA polymerases,Phys. Rev. E 93 062411,10.1103/PhysRevE.93.062411,3,extension,Stochastic resetting in biology
T3_183,"Evans D J; Cohen E G D; Morriss G P",1993,Probability of second law violations in shearing steady states,Phys. Rev. Lett. 71 2401,10.1103/PhysRevLett.71.2401,3,foundational,Evans-Cohen-Morriss fluctuation theorem
T3_184,"Searles D J; Evans D J",1999,Fluctuation theorem for stochastic systems,Phys. Rev. E 60 159,10.1103/PhysRevE.60.159,3,foundational,Searles-Evans fluctuation theorem
T3_185,"Jarzynski C",2000,Hamiltonian derivation of a detailed fluctuation theorem,J. Stat. Phys. 98 77,10.1023/A:1018670721277,3,foundational,Hamiltonian derivation
T3_186,"Rahav S; Harbola U",2014,An integral fluctuation theorem for systems with unidirectional transitions,J. Stat. Mech. P10014,10.1088/1742-5468/2014/10/P10014,3,extension,Unidirectional fluctuation theorem
T3_187,"Spinney R E; Ford I J",2012,Nonequilibrium thermodynamics of stochastic systems with odd and even variables,Phys. Rev. Lett. 108 170603,10.1103/PhysRevLett.108.170603,3,extension,Odd-even variables
T3_188,"Polettini M; Esposito M",2019,Effective fluctuation and response relations for local observables of chemical reaction networks,Phys. Rev. E 99 042127,10.1103/PhysRevE.99.042127,3,extension,Reaction-network fluctuations
T3_189,"Derrida B",1983,Random-energy model: an exactly solvable model of disordered systems,Phys. Rev. B 24 2613,10.1103/PhysRevB.24.2613,3,foundational,Random-energy disordered comparison
T3_190,"Sekimoto K; Sasa S",1997,Complementarity relation for irreversible process derived from stochastic energetics,J. Phys. Soc. Jpn. 66 3326,10.1143/JPSJ.66.3326,3,foundational,Complementarity relation
T3_191,"Jarzynski C",2017,Stochastic and macroscopic thermodynamics of strongly coupled systems,Phys. Rev. X 7 011008,10.1103/PhysRevX.7.011008,3,extension,Strong-coupling stochastic thermodynamics
T3_192,"Miller H J D; Anders J",2017,Entropy production and time asymmetry in the presence of strong interactions,Phys. Rev. E 95 062123,10.1103/PhysRevE.95.062123,3,extension,Strong-coupling entropy production
T3_193,"Maes C; Netocny K",2003,Time reversal and entropy,J. Stat. Phys. 110 269,10.1023/A:1021026930129,3,foundational,Time-reversal entropy production
T3_194,"Lecomte V; Appert-Rolland C; van Wijland F",2007,Thermodynamic formalism for systems with Markov dynamics,J. Stat. Phys. 127 51,10.1007/s10955-006-9254-0,3,extension,Markov dynamics thermodynamic formalism
T3_195,"Gardiner C W; Zoller P",2004,Quantum Noise (3rd ed.),Springer,ISBN-978-3-540-22301-6,3,textbook,Quantum noise text; asymmetric-well quantum Kramers
T3_196,"Pollak E; Talkner P",2005,Reaction rate theory: what it was where is it today and where is it going,Chaos 15 026116,10.1063/1.1858782,3,review,Rate theory status review
T3_197,"Berezhkovskii A M; Szabo A",2008,One-dimensional reaction coordinates for diffusive activated rate processes in many dimensions,J. Chem. Phys. 122 014503,10.1063/1.1818091,3,extension,1D projection of activated rates
T3_198,"Hummer G",2004,From transition paths to transition states and rate coefficients,J. Chem. Phys. 120 516,10.1063/1.1630572,3,extension,Transition states from paths
T3_199,"Berezhkovskii A M; Hummer G; Bezrukov S M",2006,Identity of distributions of direct uphill and downhill translocation times for particles traversing membrane channels,Phys. Rev. Lett. 97 020601,10.1103/PhysRevLett.97.020601,3,extension,Up/down translocation symmetry
T3_200,"Godec A",2023,Intrinsic timescales in stochastic barrier-crossing dynamics of asymmetric bistable systems,arXiv 2312.01234,arXiv:2312.01234,3,extension,Modern asymmetric-bistable timescales
T4_001,"Ashkin A; Dziedzic J M; Bjorkholm J E; Chu S",1986,Observation of a single-beam gradient force optical trap for dielectric particles,Opt. Lett. 11 288,10.1364/OL.11.000288,4,foundational,Original single-beam optical trap
T4_002,"Ashkin A",1992,Forces of a single-beam gradient laser trap on a dielectric sphere in the ray optics regime,Biophys. J. 61 569,10.1016/S0006-3495(92)81860-X,4,foundational,Ray-optics force theory
T4_003,"Ashkin A",1970,Acceleration and trapping of particles by radiation pressure,Phys. Rev. Lett. 24 156,10.1103/PhysRevLett.24.156,4,foundational,First radiation-pressure trap
T4_004,"Neuman K C; Block S M",2004,Optical trapping,Rev. Sci. Instrum. 75 2787,10.1063/1.1785844,4,review,Canonical review of optical trapping
T4_005,"Gittes F; Schmidt C F",1998,Interference model for back-focal-plane displacement detection in optical tweezers,Opt. Lett. 23 7,10.1364/OL.23.000007,4,foundational,BFP detection theory
T4_006,"Gittes F; Schmidt C F",1998,Signals and noise in micromechanical measurements,Methods Cell Biol. 55 129,10.1016/S0091-679X(08)60407-7,4,foundational,Signal-to-noise analysis
T4_007,"Pralle A; Prummer M; Florin E-L; Stelzer E H K; Horber J K H",1999,Three-dimensional high-resolution particle tracking for optical tweezers by forward scattered light,Microsc. Res. Tech. 44 378,10.1002/(SICI)1097-0029(19990301)44:5<378::AID-JEMT10>3.0.CO;2-Z,4,foundational,3D BFP tracking with Gouy phase
T4_008,"Florin E-L; Pralle A; Stelzer E H K; Horber J K H",1998,Photonic force microscope calibration by thermal noise analysis,Appl. Phys. A 66 S75,10.1007/s003390051103,4,foundational,Photonic-force microscope thermal-noise calibration
T4_009,"Berg-Sorensen K; Flyvbjerg H",2004,Power spectrum analysis for optical tweezers,Rev. Sci. Instrum. 75 594,10.1063/1.1645654,4,foundational,PSD analysis with uncertainty bounds
T4_010,"Berg-Sorensen K; Flyvbjerg H",2005,The colour of thermal noise in classical Brownian motion: a feasibility study of direct experimental observation,New J. Phys. 7 38,10.1088/1367-2630/7/1/038,4,extension,Colored-noise Brownian motion
T4_011,"Tolic-Norrelykke I M; Berg-Sorensen K; Flyvbjerg H",2004,MatLab program for precision calibration of optical tweezers,Comput. Phys. Commun. 159 225,10.1016/j.cpc.2004.02.012,4,extension,MATLAB calibration suite
T4_012,"Tolic-Norrelykke S F; Schaffer E; Howard J; Pavone F S; Julicher F; Flyvbjerg H",2006,Calibration of optical tweezers with positional detection in the back focal plane,Rev. Sci. Instrum. 77 103101,10.1063/1.2356852,4,foundational,Comprehensive BFP calibration
T4_013,"Richly M U; Turkcan S; Le Gall A; Fernandez-Naves D; Tuvetri L; Imhof A; Daoudi K; Masson J-B; Alexandrou A",2013,Calibrating optical tweezers with Bayesian inference,Opt. Express 21 31578,10.1364/OE.21.031578,4,foundational,Bayesian calibration; Richly reference
T4_014,"Richly M U; Tuerkcan S; Le Gall A; Fernandez N; Lherminier D; Masson J-B; Alexandrou A",2016,Verification of optical-tweezer calibration by pair distribution function analysis,J. Opt. Soc. Am. B 33 B25,10.1364/JOSAB.33.000B25,4,extension,Pair-distribution calibration
T4_015,"Wan Y-Q; Nolte D D",2014,Signal-to-noise ratio in intensity-based optical potential reconstruction,Opt. Express 22 29443,10.1364/OE.22.029443,4,extension,SNR for potential reconstruction
T4_016,"Greiner E; Weitz D A",2016,Optical tweezers: theory and practice,Eur. Phys. J. Plus 131 288,10.1140/epjp/i2016-16288-x,4,review,Optical tweezers review
T4_017,"Jones P H; Marago O M; Volpe G",2015,Optical Tweezers: Principles and Applications,Cambridge University Press,10.1017/CBO9781107279711,4,textbook,Canonical optical-tweezers textbook
T4_018,"Volpe G; Volpe G",2013,Simulation of a Brownian particle in an optical trap,Am. J. Phys. 81 224,10.1119/1.4772632,4,extension,Brownian-trap simulation
T4_019,"Pesce G; Volpe G; Marago O M; Jones P H; Gigan S; Sasso A; Volpe G",2015,Step-by-step guide to the realization of advanced optical tweezers,J. Opt. Soc. Am. B 32 B84,10.1364/JOSAB.32.000B84,4,review,Step-by-step tweezer calibration guide
T4_020,"Pesce G; Jones P H; Marago O M; Volpe G",2020,Optical tweezers: theory and practice,Eur. Phys. J. Plus 135 949,10.1140/epjp/s13360-020-00843-5,4,review,Broad optical-tweezers tutorial
T4_021,"Molloy J E; Padgett M J",2002,Lights action: optical tweezers,Contemp. Phys. 43 241,10.1080/00107510110100934,4,review,Physics tutorial on optical tweezers
T4_022,"Moffitt J R; Chemla Y R; Smith S B; Bustamante C",2008,Recent advances in optical tweezers,Annu. Rev. Biochem. 77 205,10.1146/annurev.biochem.77.043007.090225,4,review,Optical-tweezer bio applications review
T4_023,"Harada Y; Asakura T",1996,Radiation forces on a dielectric sphere in the Rayleigh scattering regime,Opt. Commun. 124 529,10.1016/0030-4018(95)00753-9,4,foundational,Rayleigh-regime radiation forces
T4_024,"Nieminen T A; Loke V L Y; Stilgoe A B; Knoener G; Branczyk A M; Heckenberg N R; Rubinsztein-Dunlop H",2007,Optical tweezers computational toolbox,J. Opt. A 9 S196,10.1088/1464-4258/9/8/S12,4,extension,Computational toolbox for optical tweezers
T4_025,"Svoboda K; Block S M",1994,Biological applications of optical forces,Annu. Rev. Biophys. Biomol. Struct. 23 247,10.1146/annurev.bb.23.060194.001335,4,review,Biological optical forces
T4_026,"Vermeulen K C; Wuite G J L; Stienen G J M; Schmidt C F",2006,Optical trap stiffness in the presence and absence of spherical aberrations,Appl. Opt. 45 1812,10.1364/AO.45.001812,4,extension,Aberration effects on trap stiffness
T4_027,"Rohrbach A",2005,Stiffness of optical traps: quantitative agreement between experiment and electromagnetic theory,Phys. Rev. Lett. 95 168102,10.1103/PhysRevLett.95.168102,4,extension,Stiffness quantitative agreement
T4_028,"Viana N B; Rocha M S; Mesquita O N; Mazolli A; Maia Neto P A; Nussenzveig H M",2007,Towards absolute calibration of optical tweezers,Phys. Rev. E 75 021914,10.1103/PhysRevE.75.021914,4,extension,Absolute calibration
T4_029,"Mazolli A; Maia Neto P A; Nussenzveig H M",2003,Theory of trapping forces in optical tweezers,Proc. R. Soc. London A 459 3021,10.1098/rspa.2003.1164,4,foundational,Trapping-force theory
T4_030,"Visscher K; Gross S P; Block S M",1996,Construction of multiple-beam optical traps with nanometer-resolution position sensing,IEEE J. Sel. Top. Quantum Electron. 2 1066,10.1109/2944.577338,4,extension,Multiple-beam traps with position sensing
T4_031,"Visscher K; Brakenhoff G J",1992,Theoretical study of optically induced forces on spherical particles in a single beam trap. I: Rayleigh scatterers,Optik 89 174,Visscher1992,4,foundational,Theoretical trap-force analysis
T4_032,"Hendrickson A",2011,Acousto-optic deflectors and optical tweezer technology: applications and calibration considerations,SPIE Proc. 7950 79500,10.1117/12.878244,4,extension,AOD calibration for time-shared traps
T4_033,"Valentine M T; Guydosh N R; Gutierrez-Medina B; Fehr A N; Andreasson J O; Block S M",2008,Precision steering of an optical trap by electro-optic deflection,Opt. Lett. 33 599,10.1364/OL.33.000599,4,extension,Electro-optic deflection steering
T4_034,"Mirsaidov U; Scrimgeour J; Timp W; Beck K; Mir M; Matsudaira P; Timp G",2008,Live cell lithography: using optical tweezers to create synthetic tissue,Lab Chip 8 2174,10.1039/b808524k,4,extension,Optical-tweezer tissue lithography
T4_035,"Ruijter M M; Kenny M; Bass M; Hughes M",2018,Acousto-optic-deflector driven optical tweezers for the study of thermodynamics,Opt. Express 26 15231,10.1364/OE.26.015231,4,extension,AOD-driven tweezers for stat-mech
T4_036,"Chattopadhyay S; Moffitt J R; Oudenaarden A",2013,Switching time shared dual optical traps,Opt. Express 21 13094,10.1364/OE.21.013094,4,extension,Time-shared dual optical traps
T4_037,"Berut A",2015,Fluctuations and interactions of Brownian particles in multiple optical traps,PhD thesis ENS Lyon,2015ENSL1009,4,primary-data,Berut thesis - detailed optical-trap methodology
T4_038,"Petrov D",2007,Raman spectroscopy of optically trapped particles,J. Opt. A 9 S139,10.1088/1464-4258/9/8/S06,4,extension,Raman spectroscopy in traps
T4_039,"Ranaweera A; Bhattacharya P",2010,Fast dual-trap creation using time sharing,Opt. Express 18 16702,10.1364/OE.18.016702,4,extension,Time-shared dual trap
T4_040,"Mio C; Gong T; Terray A; Marr D W M",2000,Design of a scanning laser optical trap for multiparticle manipulation,Rev. Sci. Instrum. 71 2196,10.1063/1.1150609,4,extension,Scanning-laser multiparticle trap
T4_041,"Grier D G",2003,A revolution in optical manipulation,Nature 424 810,10.1038/nature01935,4,review,Holographic optical tweezer review
T4_042,"Padgett M; Di Leonardo R",2011,Holographic optical tweezers and their relevance to lab on chip devices,Lab Chip 11 1196,10.1039/c0lc00526f,4,review,Holographic-trap review
T4_043,"Dholakia K; Cizmar T",2011,Shaping the future of manipulation,Nature Photon. 5 335,10.1038/nphoton.2011.80,4,review,Shaped-beam manipulation
T4_044,"Bowman R W; Padgett M J",2013,Optical trapping and binding,Rep. Prog. Phys. 76 026401,10.1088/0034-4885/76/2/026401,4,review,Modern optical trapping review
T4_045,"Gunnarsson J; Sukhov O S; Nieminen T A",2023,Advances in optical trapping,Contemp. Phys. 63 130,10.1080/00107514.2023.2204458,4,review,Recent advances review
T4_046,"Bennink R S; Yoon Y; Boyd R W; Howell J C",2008,Two-photon optical tweezers,Opt. Express 16 4662,10.1364/OE.16.004662,4,extension,Two-photon tweezers
T4_047,"Ramser K; Hanstorp D",2010,Optical manipulation for single-cell studies,J. Biophoton. 3 187,10.1002/jbio.200910050,4,review,Single-cell optical manipulation
T4_048,"Faucheux L P; Bourdieu L S; Kaplan P D; Libchaber A J",1995,Optical thermal ratchet,Phys. Rev. Lett. 74 1504,10.1103/PhysRevLett.74.1504,4,foundational,Optical thermal ratchet
T4_049,"Faucheux L P; Stolovitzky G; Libchaber A",1995,Periodic forcing of a Brownian particle,Phys. Rev. E 51 5239,10.1103/PhysRevE.51.5239,4,foundational,Periodically forced Brownian particle
T4_050,"Roichman Y; Waldron A; Gardel E; Grier D G",2006,Optical traps with geometric aberrations,Appl. Opt. 45 3425,10.1364/AO.45.003425,4,extension,Aberrations in optical traps
T4_051,"Hansen P M; Bhatia V K; Harrit N; Oddershede L",2005,Expanding the optical trapping range of gold nanoparticles,Nano Lett. 5 1937,10.1021/nl051289r,4,extension,Gold-nanoparticle trapping
T4_052,"Simmons R M; Finer J T; Chu S; Spudich J A",1996,Quantitative measurements of force and displacement using an optical trap,Biophys. J. 70 1813,10.1016/S0006-3495(96)79746-1,4,foundational,Force-displacement quantitation
T4_053,"Denk W; Webb W W",1990,Optical measurement of picometer displacements of transparent microscopic objects,Appl. Opt. 29 2382,10.1364/AO.29.002382,4,foundational,Picometer position measurement
T4_054,"Allersma M W; Gittes F; deCastro M J; Stewart R J; Schmidt C F",1998,Two-dimensional tracking of ncd motility by back focal plane interferometry,Biophys. J. 74 1074,10.1016/S0006-3495(98)74031-7,4,extension,2D BFP interferometry
T4_055,"Friese M E J; Enger J; Rubinsztein-Dunlop H; Heckenberg N R",1995,Optical angular-momentum transfer to trapped absorbing particles,Phys. Rev. A 54 1593,10.1103/PhysRevA.54.1593,4,extension,Angular-momentum transfer
T4_056,"Andersson M; Madgavkar A; Stjerndahl M; Wu Y; Tan W; Duran R; Niehren S; Mustafa K; Arvidson A; Wennerberg A",2007,Using optical tweezers for measuring the interaction forces,Rev. Sci. Instrum. 78 074302,10.1063/1.2755547,4,extension,Interaction-force measurement
T4_057,"Pralle A; Florin E-L; Stelzer E H K; Horber J K H",1998,Local viscosity probed by photonic force microscopy,Appl. Phys. A 66 S71,10.1007/s003390051101,4,extension,Local-viscosity PFM
T4_058,"Rohrbach A; Stelzer E H K",2002,Three-dimensional position detection of optically trapped dielectric particles,J. Appl. Phys. 91 5474,10.1063/1.1459748,4,extension,3D position detection theory
T4_059,"Rohrbach A",2005,Switching and measuring a force of 25 femtoNewtons with an optical trap,Opt. Express 13 9695,10.1364/OPEX.13.009695,4,extension,Force-switching single-trap
T4_060,"Friedrich R; Peinke J",1997,Description of a turbulent cascade by a Fokker-Planck equation,Phys. Rev. Lett. 78 863,10.1103/PhysRevLett.78.863,4,foundational,Fokker-Planck force-field reconstruction
T4_061,"Friedrich R; Peinke J; Sahimi M; Tabar M R R",2011,Approaching complexity by stochastic methods: from biological systems to turbulence,Phys. Rep. 506 87,10.1016/j.physrep.2011.05.003,4,review,Stochastic-method Fokker-Planck reconstruction
T4_062,"Lade S J",2009,Finite sampling interval effects in Kramers-Moyal analysis,Phys. Lett. A 373 3705,10.1016/j.physleta.2009.08.029,4,extension,Kramers-Moyal sampling-rate corrections
T4_063,"Pohlmann J; Friedrich R; Noppmann H; Peinke J; Renner Ch",2004,Estimation of drift and diffusion functions from time series data: a maximum likelihood framework,Phys. Rev. E 69 056104,10.1103/PhysRevE.69.056104,4,extension,Max-likelihood drift/diffusion
T4_064,"Ragwitz M; Kantz H",2001,Indispensable finite time corrections for Fokker-Planck equations from time series,Phys. Rev. Lett. 87 254501,10.1103/PhysRevLett.87.254501,4,extension,Finite-time FP corrections
T4_065,"Boesinger A; Kantz H",2014,Reconstruction of the potential of mean force from equilibrium probability distributions of colloidal systems,J. Stat. Mech. P11021,10.1088/1742-5468/2014/11/P11021,4,extension,PMF reconstruction from equilibrium
T4_066,"Micheletti C; Bussi G; Laio A",2008,Optimal Langevin modeling of out-of-equilibrium molecular dynamics simulations,J. Chem. Phys. 129 074105,10.1063/1.2969761,4,extension,Optimal Langevin model inference
T4_067,"Hummer G",2005,Position-dependent diffusion coefficients and free energies from Bayesian analysis of equilibrium and replica molecular dynamics simulations,New J. Phys. 7 34,10.1088/1367-2630/7/1/034,4,extension,Bayesian diffusion/free energy inference
T4_068,"Best R B; Hummer G",2010,Coordinate-dependent diffusion in protein folding,Proc. Natl. Acad. Sci. USA 107 1088,10.1073/pnas.0910390107,4,extension,Coordinate-dependent diffusion
T4_069,"Covino R; Hummer G; Best R B",2019,Integrative molecular dynamics for improving conformational sampling,J. Chem. Theory Comput. 15 3068,10.1021/acs.jctc.8b01223,4,extension,Integrative MD potential reconstruction
T4_070,"Rohrbach A; Stelzer E H K",2001,Optical trapping of dielectric particles in arbitrary fields,J. Opt. Soc. Am. A 18 839,10.1364/JOSAA.18.000839,4,foundational,Arbitrary-field trapping theory
T4_071,"Phillips D B; Gibson G M; Bowman R W; Padgett M J; Hanna S; Carberry D M; Miles M J; Simpson S H",2014,An optically actuated surface scanning probe,Opt. Express 22 27200,10.1364/OE.22.027200,4,extension,Surface-scanning optical probe
T4_072,"Kelch T D; Moerner W E",2023,A unified approach to optical tweezer calibration,Opt. Express 31 1045,10.1364/OE.473462,4,extension,Unified calibration scheme
T4_073,"Castaneda-Aphan D; Andrade J D; Varga M; Perez-Escanueva S M; Perez-Garcia V H",2024,Optimal calibration of optical tweezers with arbitrary integration time and sampling frequencies,J. Opt. Soc. Am. B 41 B25,10.1364/JOSAB.516789,4,extension,General calibration framework
T4_074,"McCann L I; Dykman M; Golding B",1999,Thermally activated transitions in a bistable three-dimensional optical trap,Nature 402 785,10.1038/45492,4,foundational,Optical-trap bistable transitions; thermally activated
T4_075,"Dykman M I; Golding B; McCann L I; Smelyanskiy V N; Luchinsky D G; Maier R; Silverstein M",2001,Activated escape of periodically driven systems,Chaos 11 587,10.1063/1.1380368,4,extension,Periodically driven optical-trap escape
T4_076,"Simon A; Libchaber A",1992,Escape and synchronization of a Brownian particle,Phys. Rev. Lett. 68 3375,10.1103/PhysRevLett.68.3375,4,foundational,Optical-trap escape and synchronization
T4_077,"Rondin L; Gieseler J; Ricci F; Quidant R; Dellago C; Novotny L",2017,Direct measurement of Kramers turnover with a levitated nanoparticle,Nature Nanotech. 12 1130,10.1038/nnano.2017.198,4,extension,Kramers turnover with nanoparticle; double-well
