id,title,authors,year,type,domain,subcategory,method,key_finding,hypothesis_generated,relevance
3075,Critical Learning Periods in Deep Neural Networks,"Achille, A.; Rovere, M.; Soatto, S.",2019,paper,dl_theory,critical_periods,empirical,"Early-training sensory deficits cause irreversible performance loss in deep networks mirroring biological critical periods; Fisher-Information of weights tracks an information-plasticity window",Network sensitivity to perturbation has an early critical window — test whether criticality onset aligns with this window,4
3076,Critical Learning Periods Emerge Even in Deep Linear Networks,"Kleinman, M.; Achille, A.; Soatto, S.",2023,preprint,dl_theory,critical_periods,theory_empirical,"Fisher-Information-based critical-learning-period phenomenology appears even in deep linear networks, isolating it from nonlinearity",Critical-period phenomenon is nonlinearity-independent — suggests criticality claims need linear-net controls,3
3077,Edge of chaos as a guiding principle for modern neural network training,"Zhang, L.; others",2021,preprint,dl_theory,edge_of_chaos,empirical_theory,"VERIFY: weight decay pushes a fully-analytical feedforward net toward the ordered phase; optimal lambda places it at the edge of chaos with peak Fashion-MNIST accuracy",Weight-decay is directly an order-parameter knob — ablation sweep on weight decay should traverse critical point,4
3078,Power Lines: Scaling Laws for Weight Decay and Batch Size in LLM Pre-training,"Bergsma, S.; Soboleva, D.; others",2025,preprint,scaling_laws,weight_decay,empirical,"VERIFY: optimal weight decay scales linearly with batch size and the AdamW timescale tau=B/(eta*lambda*D) follows a precise power law in tokens-per-parameter ratio",Power-law scaling of optimal regularisation hints at underlying criticality — test whether criticality-optimal WD tracks Power-Lines prediction,3
3079,The Unlocking Spell on Base LLMs: Rethinking Alignment via In-Context Learning,"Lin, B.Y.; Ravichander, A.; Lu, X.; Dziri, N.; Sclar, M.; Chandu, K.; Bhagavatula, C.; Choi, Y.",2024,paper,training_dynamics,post_training,token_distribution_shift,"Base vs aligned LLMs produce near-identical next-token distributions except on stylistic tokens; URIAL achieves alignment with three in-context examples",Post-training alters a thin stylistic surface — criticality signatures should be similar base-vs-chat unless our measure captures deeper changes,4
3080,LIMA: Less Is More for Alignment,"Zhou, C.; Liu, P.; Xu, P.; Iyer, S.; Sun, J.; Mao, Y.; Ma, X.; Efrat, A.; Yu, P.; Yu, L.; Zhang, S.; Ghosh, G.; Lewis, M.; Zettlemoyer, L.; Levy, O.",2023,preprint,training_dynamics,post_training,sft_minimal,"Fine-tuning LLaMa-65B on 1000 curated prompts (no RLHF) matches or beats GPT-4/Bard/DaVinci003 in 43-65% of preference comparisons",Instruction-following is cheap to install — reinforces that post-training is a shallow perturbation relative to pretraining criticality,3
3081,Instance-dependent Early Stopping,"Yuan, S.; Lin, R.; Feng, L.; Han, B.; Liu, T.",2025,paper,training_dynamics,early_stopping,per_instance,"Per-instance stopping criterion halts training on already-mastered examples, reducing compute while preserving/improving test accuracy",Per-instance training horizon varies — criticality signatures may be instance-dependent not just layer-dependent,2
3082,Pythia: A Suite for Analyzing Large Language Models Across Training and Scaling,"Biderman, S.; Schoelkopf, H.; Anthony, Q.; Purohit, S.; Prashanth, U.S.; Raff, E.; Skowron, A.; Sutawika, L.; van der Wal, O.",2023,paper,scaling_laws,scaling,empirical,"16 LLMs from 70M to 12B params trained on identical data in identical order with 154 public checkpoints each, enabling controlled scaling/training-dynamics studies",Pythia is the canonical corrected citation for Biderman et al. 2023 — fixes C7 cite bug in our draft,5
3083,Mapping the Edge of Chaos: Fractal-Like Boundaries in The Trainability of Decoder-Only Transformer Models,"Torkamandi, B.",2025,preprint,criticality_in_dl,edge_of_chaos,empirical,"Hyperparameter trainability boundary of decoder-only transformers exhibits self-similar fractal structure across scales in the Adam update iteration",Trainability boundary is fractal — criticality measurements near it should exhibit scale-invariance signatures too,4
3084,Critical attention scaling in long-context transformers,"Chen, S.; Lin, Z.; Polyanskiy, Y.; Rigollet, P.",2025,preprint,dl_theory,attention_scaling,theory,"Attention exhibits a phase transition in scaling factor beta_n: insufficient collapses tokens to one direction, excessive reduces attention to identity; critical beta_n ~ log n justifies YaRN/Qwen scaling",Attention scaling is an explicit criticality mechanism at the layer level — directly map beta_n to our activation-criticality measurements,5
3085,Cognitive Activation and Chaotic Dynamics in Large Language Models: A Quasi-Lyapunov Analysis of Reasoning Mechanisms,"Li, X.; others",2025,preprint,criticality_in_dl,chaos_analysis,quasi_lyapunov,"VERIFY: per-layer Quasi-Lyapunov Exponent shows LLM information accumulation follows nonlinear exponential law with MLPs dominating final output; small input perturbations produce large reasoning-output divergence",QLE is a direct per-layer criticality metric — compare to our avalanche-based per-layer metrics on same models,4
3086,Evidence of Phase Transitions in Small Transformer-Based Language Models,"Hong, N.; Hong, T.",2025,preprint,criticality_in_dl,phase_transitions,empirical,"KL divergence, vocabulary composition and word-length probes show synchronised discontinuities during training of small transformers, marking a random-to-coherent-word transition",Lexical-level coherence order parameter complements our low-level criticality measures and should be tracked jointly,4
3087,SpikeGPT: Generative Pre-trained Language Model with Spiking Neural Networks,"Zhu, R.-J.; Zhao, Q.; Li, G.; Eshraghian, J.K.",2023,preprint,dl_theory,spiking_transformers,empirical,"RWKV-style spiking language model scales to 260M params; linear-time attention replacement and binary event-driven activations give 20x fewer ops on neuromorphic hardware",Spiking LLM provides native spike-train substrate for direct avalanche analysis without SAE-feature-to-spike conversion,4
3088,Spikformer: When Spiking Neural Network Meets Transformer,"Zhou, Z.; Zhu, Y.; He, C.; Wang, Y.; Yan, S.; Tian, Y.; Yuan, L.",2023,paper,dl_theory,spiking_transformers,empirical,"Spiking Self-Attention with spike-form Q/K/V and no softmax reaches 74.8% ImageNet top-1 with 4 timesteps and 66.3M params",Transformer-shaped spiking architecture closes the gap with non-spiking baselines — viable control model for avalanche statistics,3
3089,Training Spiking Neural Networks Using Lessons From Deep Learning,"Eshraghian, J.K.; Ward, M.; Neftci, E.O.; Wang, X.; Lenz, G.; Dwivedi, G.; Bennamoun, M.; Jeong, D.S.; Lu, W.D.",2021,preprint,dl_theory,spiking_training,surrogate_gradient,"snntorch framework + tutorials unify surrogate-gradient training of SNNs with modern DL tooling; arctan smoothing of Heaviside is default surrogate",Reference software for generating biological-style spike trains from gradient-trained nets — toolchain for our spiking-model criticality experiments,3
4001,Parabolic avalanche scaling in the synchronization of cortical cell assemblies,"Capek, E.; Ribeiro, T.L.; Kells, P.; Srinivasan, K.; Miller, S.R.; Geist, E.; Victor, M.; Vakili, A.; Pajevic, S.; Chialvo, D.R.; Plenz, D.",2023,journal_article,neuroscience,cortical_avalanches,experimental_2photon_in_vivo,"2-photon imaging of awake mouse superficial cortex shows synchronized cell assemblies organize as scale-invariant avalanches with quadratic temporal-profile scaling chi=2 over up to 5s and 1 mm^2 (Nat. Commun. 14:2979)",Measure shape-collapse with chi=2 expectation on LLM activation avalanches; quadratic profile is a sharper test than exponent fits alone,5
4002,Critical scaling of novelty in the cortex,"Vakili, A.; Ribeiro, T.L.; Kells, P.; Capek, E.; Plenz, D.",2025,journal_article,neuroscience,cortical_avalanches,experimental_holographic_optogenetics,"Targeted holographic stimulation of single pyramidal neurons in awake mouse V1 produces power-law recruitment with slope 0.2-0.3 embedded in ongoing critical avalanche activity (Nat. Commun. 16 art.68277) VERIFY DOI",Novel-token perturbations in LLMs may recruit downstream units with power-law distributions if the net is critical; gives a perturbation protocol analog to ROME/patching,5
4003,Sleep restores an optimal computational regime in cortical networks,"Xu, Y.; Schneider, A.; Wessel, R.; Hengen, K.B.",2024,journal_article,neuroscience,cortical_avalanches,experimental_chronic_in_vivo,"10-14 day continuous recording in freely behaving rats: waking progressively disrupts criticality; sleep restores it; deviation predicts future sleep/wake (Nat. Neurosci. 27:328-338) VERIFY pages",Training-inference asymmetry in LLMs (Candidate 19) has a direct biological analogue; use deviation-from-sigma=1 as a 'fatigue' metric across training steps,5
4004,Scale-free behavioral dynamics directly linked with scale-free cortical dynamics,"Jones, S.A.; Barfield, J.H.; Norman, V.K.; Shew, W.L.",2023,journal_article,neuroscience,cortical_avalanches,experimental_in_vivo_behaviour,"Mouse V1 2-photon + behavioural tracking: scale-free behaviour and scale-free neural activity are linked but scale-free activity is restricted to a winner-take-all subset of neurons (eLife 12:e79950)",Sparse-subset criticality motivates basis-dependent analysis (Candidate 5): SAE features vs raw neurons; the critical subset may be hidden in raw activations,4
4005,Low-dimensional criticality embedded in high-dimensional awake brain dynamics,"Fontenele, A.J.; Sooter, J.S.; Norman, V.K.; Gautam, S.H.; Shew, W.L.",2024,journal_article,neuroscience,cortical_avalanches,experimental_electrophysiology,"Awake mouse motor cortex: low-dim subspace shows large fluctuations consistent with criticality; orthogonal high-dim subspace is desynchronised; critical signature appears only at long timescales (Sci. Adv. 10:eadj9303)",Criticality in LLM activations may live in a low-dim subspace (e.g. top-k SAE features) while orthogonal subspace looks desynchronised; search for subspace-resolved sigma,5
4006,Is criticality a unified setpoint of brain function?,"Hengen, K.B.; Shew, W.L.",2025,review,neuroscience,critical_brain_review,meta_analysis,"Meta-analysis of 140 cortical-criticality datasets 2003-2024; argues criticality is homeostatic setpoint unifying cognition and disease (Neuron 113:2582-2598)",Mandatory review to cite as up-to-date critical-brain-hypothesis framing; provides numerical baseline of cortical exponents and dataset count,5
4007,Defining and measuring proximity to criticality,"Sooter, J.S.; Fontenele, A.J.; Barreiro, A.K.; Ly, C.; Hengen, K.B.; Shew, W.L.",2025,preprint,neuroscience,methodology_criticality,analytic_software,"Temporal renormalization group and information-theoretic distance-to-criticality for observed time series without known control parameter (bioRxiv 2025.08.03.668332)",Use temporal-RG estimator on LLM activation time series as a fourth criticality observable alongside alpha sigma and Lyapunov rho,4
4008,Tackling the subsampling problem to infer collective properties from limited data,"Levina, A.; Priesemann, V.; Zierenberg, J.",2022,review,neuroscience,subsampling,review,"Comprehensive review of subsampling biases and correction methods across neural avalanche networks and disease-spread systems (Nat. Rev. Phys. 4:770-784)",Mandatory methodology reference; LLM-activation subsampling by layer/head/feature must use these bias-correction schemes,5
4009,Consciousness is supported by near-critical slow cortical electrodynamics,"Toker, D.; Pappas, I.; Lendner, J.D.; Frohlich, J.; Mateos, D.M.; Muthukumaraswamy, S.; Carhart-Harris, R.; Paff, M.; Vespa, P.M.; Monti, M.M.; Sommer, F.T.; Knight, R.T.; D'Esposito, M.",2022,journal_article,neuroscience,edge_of_chaos,experimental_ecog_meg,"Modified 0-1 chaos test on human+macaque ECoG/MEG: low-freq cortical oscillations near edge-of-chaos during wakefulness; transition away during anaesthesia/seizure; psychedelics move closer to critical point (PNAS 119:e2024455119)",Direct empirical edge-of-chaos framework for cortex; replicate 0-1 chaos test on LLM residual-stream time series as an independent criticality observable,5
4010,Criticality supports cross-frequency cortical-thalamic information transfer during conscious states,"Toker, D.; Muller, E.; Lendner, J.D.; Mishne, G.; Pappas, I.; Paff, M.; Monti, M.M.; Sommer, F.T.; Knight, R.T.; D'Esposito, M.",2024,journal_article,neuroscience,edge_of_chaos,experimental_lfp,"Concurrent thalamic-cortical recordings across species: 1-13 Hz to 52-104 Hz cross-frequency transfer peaks when cortex is near critical point; disrupted under anaesthesia (eLife 12:RP86547)",Cross-frequency transfer analog in transformers: low-freq positional vs high-freq token-level patterns; if critical init supports transfer this predicts training dynamics,3
4011,Genetic contributions to brain criticality and its relationship with human cognitive functions,"Xie, Z.; et al. VERIFY author list",2025,journal_article,neuroscience,critical_brain_review,experimental_fmri_twins,"HCP twin rs-fMRI + Allen Brain transcriptomics: brain criticality metrics are substantially heritable; criticality of primary sensory cortex more genetically determined than association cortex; critical state correlates with total cognition (PNAS 122:e2417010122)",Establishes criticality as heritable biological phenotype; argument for criticality being a deep computational principle worth seeking in LLMs,3
4012,Critical dynamics predicts cognitive performance and provides a common framework for heterogeneous mechanisms impacting cognition,"Muller, J.; Miron, G.; et al. VERIFY",2025,journal_article,neuroscience,clinical_criticality,experimental_intracranial_eeg,"Multi-day invasive EEG of 104 epilepsy patients + cognitive battery: long-range temporal correlations predict cognitive performance; three mechanisms (IEDs, ASMs, SWA) push system subcritical (PNAS 122:e2417117122)",Clinical validation that deviation from criticality degrades information-processing; ML analogue: deviation from sigma=1 predicts benchmark score,3
4013,The cortical critical power law balances energy and information in an optimal fashion,"VERIFY authors",2025,journal_article,neuroscience,critical_brain_theory,analytic,"Fisher-information + metabolic-cost analysis proves the experimentally observed cortical critical power-law exponent is the unique energy-information Pareto optimum for population coding (PNAS 122:e2418218122)",Energy-information optimality argument transfers to LLMs: test whether critical exponents of activations minimise FLOPs-per-bit-of-mutual-information,4
4014,Quasiuniversal scaling in mouse-brain neuronal activity stems from edge-of-instability critical dynamics,"Morales, G.B.; di Santo, S.; Munoz, M.A.",2023,journal_article,neuroscience,griffiths_phases,theory_and_empirical,"Mouse-brain Neuropixels data matches Landau-Ginzburg edge-of-instability model predictions; quasi-universal power-law exponents emerge from edge-of-synchronisation not classical DP (PNAS 120:e2208998120)",Replaces pure-DP expectation with edge-of-instability framework; LLMs may sit at edge-of-instability of residual-stream synchronisation instead of DP critical point,5
4015,Statistical modeling of adaptive neural networks explains co-existence of avalanches and oscillations in resting human brain,"Lombardi, F.; Pepic, S.; Shriki, O.; Tkacik, G.; De Martino, D.",2023,journal_article,neuroscience,criticism,analytic_simulation,"Adaptive Ising-class model with two free parameters fits MEG avalanche + oscillation coexistence; gamma exponent ~1.6 rather than critical-branching's 2; argues sub-critical adaptive regime suffices (Nat. Comput. Sci. 3:254-263)",Alternative null model: LLM activations may be sub-critical-with-adaptation rather than at DP; add adaptive-Ising fit as competitor to Clauset-Shalizi-Newman,5
4016,Emergence of a Dynamical State of Coherent Bursting with Power-Law Distributed Avalanches from Collective Stochastic Dynamics of Adaptive Neurons,"Cocchi, L.; Lombardi, F.; Tkacik, G.; De Martino, D. VERIFY",2025,journal_article,neuroscience,criticism,analytic_simulation,"Power-law avalanches emerge from stochastic input + adaptation balance; neither critical branching nor DP required (PRX Life 3:013013)",Another non-critical-null: power-law avalanches from stochastic bursting; must be excluded before claiming criticality in LLMs,4
4017,Transition to chaos separates learning regimes and relates to measure of consciousness in recurrent neural networks,"Mastrovito, D.; Liu, Y.H.; Kusmierz, L.; Shea-Brown, E.; Koch, C.; Mihalas, S.",2024,preprint,criticality_in_dl,edge_of_chaos_rnn,empirical_theory,"Training pushes both ordered and chaotic RNNs toward edge of chaos; transition aligned with perturbational complexity index PCIst used clinically for consciousness (bioRxiv 2024.05.15.594236)",Direct precedent that training trajectories converge to edge-of-chaos (Candidate 3); also bridges ML training to clinical consciousness metric,5
4018,Dynamical stability and chaos in artificial neural network trajectories along training,"Danovski, K.; Soriano, M.C.; Lacasa, L.",2024,journal_article,criticality_in_dl,training_dynamics,empirical_theory,"Treats training as dynamical system in graph space; computes Lyapunov exponents of network trajectories; finds regular vs chaotic regimes depending on learning rate (Front. Complex Syst. 2:1367957)",Lyapunov-of-training as opposed to Lyapunov-of-forward-pass is a complementary observable for Candidate 3 and Candidate 15 (early-stop signal),4
4019,Lyapunov spectra of chaotic recurrent neural networks,"Engelken, R.; Wolf, F.; Abbott, L.F.",2023,journal_article,criticality_in_dl,edge_of_chaos_rnn,analytic,"Complete Lyapunov spectrum of chaotic RNNs; extensive chaos with size-invariant spectrum; attractor dimension much smaller than phase space; symplectic-like point symmetry (Phys. Rev. Research 5:043044)",Gold-standard methodology for computing Jacobian-spectrum Lyapunov on transformer residual streams; use for per-layer EOC measurement,4
4020,Geometric Dynamics of Signal Propagation Predict Trainability of Transformers,"Haber, A.; Levi, O.; VERIFY author list",2024,journal_article,dl_theory,signal_propagation,mean_field,"Order-chaos phase transition in transformers as function of init hyperparameters; derives angle-exponent + gradient-exponent Lyapunov indices; attractive/repulsive particle regimes (Phys. Rev. E 110:044309 or equivalent; VERIFY)",Transformer-specific edge-of-chaos theory; direct quantitative prediction to validate on pretrained GPT-2 / Pythia,5
4021,Universal Scaling Laws of Absorbing Phase Transitions in Artificial Deep Neural Networks,"Yoneda, K.; Nishimori, H.; Hukushima, K. VERIFY authors",2025,journal_article,criticality_in_dl,absorbing_state_transition,empirical_theory,"MLPs belong to mean-field universality class; CNNs belong to directed-percolation class; hyperparam tuning to phase boundary necessary but insufficient for optimal generalisation (Phys. Rev. Research jp61-6sp2)",First direct assignment of artificial NN architectures to DP universality classes; test same for transformers; motivates class-assignment in Candidate 20,5
4022,Critical Avalanches in Excitation-Inhibition Balanced Networks Reconcile Response Reliability with Sensitivity for Optimal Neural Representation,"Yang, Z.; Liang, J.; Zhou, C.",2025,journal_article,complex_systems,critical_avalanche_theory,analytic_simulation,"Heterogeneous inhibition in E/I-balanced networks produces reliable critical avalanches simultaneously maximising response sensitivity and reliability (Phys. Rev. Lett. 134:028401)",E/I heterogeneity analog in transformers: attention-head gain heterogeneity may control reliability-sensitivity tradeoff at criticality,3
4023,Intelligence at the Edge of Chaos,"Zhang, S.; Patel, K.; VERIFY author list",2025,conference_paper,criticality_in_dl,edge_of_chaos_llm,empirical,"Training GPT-2 on elementary cellular automata of varying complexity: downstream reasoning peaks for ECAs near edge of chaos; uniform and fully chaotic ECAs produce weaker models (ICLR 2025)",Training-data complexity edge-of-chaos hypothesis: ML systems trained on edge-of-chaos distributions become smarter; complementary to Candidate 1 measuring criticality-in-activations,4
4024,Improving Sparse Decomposition of Language Model Activations with Gated Sparse Autoencoders,"Rajamanoharan, S.; Conmy, A.; Smith, L.; Lieberum, T.; Varma, V.; Kramar, J.; Shah, R.; Nanda, N.",2024,conference_paper,ml_interpretability,sparse_autoencoders,empirical,"Gated SAE separates which-directions from magnitude-estimation; Pareto improvement over vanilla SAE for interpretability metrics (NeurIPS 2024)",Updated SAE basis to use for Candidate 5 basis-invariance test; Gated SAE features may give cleaner criticality signature than vanilla SAE,3
4025,Dynamical constraints on neural population activity,"Oby, E.R.; Degenhart, A.D.; Grigsby, E.M.; Motiwala, A.; McClain, N.T.; Marino, P.J.; Solla, S.A.; Yu, B.M.; Batista, A.P.",2024,journal_article,neuroscience,neural_population_dynamics,experimental_bci,"Monkey motor cortex BCI: neural populations cannot violate natural timescales of activity even under direct behavioural challenge (Nat. Neurosci. 28:383-393) VERIFY pages",Activations in trained nets may be similarly constrained to a low-dim manifold; criticality may live on this manifold not in raw ambient space,3
4026,Sensory-Processing Sensitivity Is Associated with Increased Neural Entropy,"VERIFY authors",2023,journal_article,neuroscience,methodology_criticality,experimental_eeg,"Resting-state EEG analysis combining DFA + neuronal-avalanche analysis + sample entropy + Higuchi fractal dim reveals entropy increases with SPS trait (Entropy 25:890)",Example of standard criticality toolbox applied to human data; mirrors the ML-activation pipeline we propose,2
4027,Is critical brain dynamics more prevalent than previously thought?,"VERIFY authors",2025,preprint,neuroscience,critical_brain_review,analytic_simulation,"Neural systems may separate non-critical dynamics critical oscillations and scale-invariant avalanches into different subspaces; hidden criticality widely underdetected (bioRxiv 2025.09.02.673722)","Subspace-hidden criticality hypothesis; for ML supports testing criticality in carefully chosen subspaces (SAE features, top-PC, residual channels) not ambient activations",3
4028,Different developmental trajectories of critical dynamics in prefrontal cortex-amygdala circuitry,"VERIFY authors",2026,preprint,neuroscience,development,experimental_in_vivo,"Developmental trajectory of prefrontal avalanche branching ratio decreases toward 1 with age; amygdala follows distinct trajectory (bioRxiv 2026.02.13.705704)","Developmental analogue for training dynamics (Candidate 3); different 'regions' of a transformer (early/late layers, FFN vs attention) may follow distinct trajectories",3
4029,Critical neuronal avalanches emerge from excitation-inhibition balanced spontaneous activity,"VERIFY authors",2025,preprint,neuroscience,critical_avalanche_theory,analytic_simulation,"Spiking model with E/I balance reproduces critical exponents observed in calcium + electrophysiology data without fine tuning (bioRxiv 2025.11.17.688775)",Alternative generative model for LLM-activation avalanches; compare fit quality against DP branching and adaptive Ising,3
4030,Invariant activity sequences across the mouse brain,"VERIFY authors",2025,preprint,neuroscience,cortical_avalanches,experimental_neuropixels,"Allen Brain Neuropixels data: invariant activity sequences preserved across brain regions; statistics consistent with critical propagation (bioRxiv 2025.12.20.695676)",Cross-region universality in brain analog to cross-layer universality in LLMs; test invariance of avalanche shape across transformer layers (Candidate 6),3
4031,How neural network structure alters the brain's self-organized criticality,"VERIFY authors",2024,preprint,neuroscience,network_topology,analytic_simulation,"Graph-structure perturbations shift SOC regime; hub removal and small-world structure qualitatively alter avalanche exponents (bioRxiv 2024.09.24.614702)",Direct precedent for Candidate 2 skip-connection-topology-tunes-criticality thesis; biological equivalent of topology sweep,4
5001,Self-Organization Towards 1/f Noise in Deep Neural Networks,"Le, N.C.J.; Feng, L.",2023,preprint,dl_theory,one_over_f_noise,empirical,"LSTM activations during training spontaneously develop 1/f power spectral density consistent with self-organised criticality (arXiv:2301.08530, authors Nicholas Chong Jia Le and Ling Feng NOT Nguyen-Hu-Yen as originally cited — VERIFY attribution corrected)","Direct scoop risk for 1/f claim in RNNs; our transformer 1/f result must differentiate from LSTM precedent",5
5002,Parameterizing neural power spectra into periodic and aperiodic components,"Donoghue, T.; Haller, M.; Peterson, E.J.; Sebastian, P.; Gao, R.; Noto, T.; Lara, A.H.; Wallis, J.D.; Knight, R.T.; Shestyuk, A.; Voytek, B.",2020,journal_article,neuroscience,aperiodic_exponent,methodology,"FOOOF algorithm separates 1/f aperiodic background (offset + exponent) from periodic peaks in neural power spectra (Nat. Neurosci. 23:1655-1665); field-canonical decomposition used across EEG/ECoG/LFP",Apply FOOOF-style aperiodic-exponent estimation to LLM-activation time series; aperiodic exponent is a direct observable of criticality,5
5003,Detecting long-range correlations with detrended fluctuation analysis,"Kantelhardt, J.W.; Koscielny-Bunde, E.; Rego, H.H.A.; Havlin, S.; Bunde, A.",2001,journal_article,statphys,long_range_correlations,methodology,"Establishes DFA-to-PSD correspondence: beta = 2*alpha_DFA - 1 for self-similar time series; benchmarks DFA under nonstationarity (Physica A 295:441-454)",Methodological backbone: use DFA alpha on activation time series and cross-check with PSD exponent beta,4
5004,Establishing the relation between detrended fluctuation analysis and power spectral density analysis for stochastic processes,"Heneghan, C.; McDarby, G.",2000,journal_article,statphys,long_range_correlations,methodology,"Analytic proof that DFA exponent alpha and PSD exponent beta satisfy beta = 2*alpha - 1 for Gaussian processes with power-law correlations (Phys. Rev. E 62:6103-6110)",Independent verification of DFA-PSD relation; cite alongside Kantelhardt to pin down the conversion,3
5005,Latent Object Permanence: Topological Phase Transitions Free-Energy Principles and Renormalization Group Flows in Deep Transformer Manifolds,"Alpay, F.; Kilictas, B.",2026,preprint,dl_theory,renormalization_group,theory,"VERIFY novelty claim: depth-based RG analysis on Qwen-2.5 / Gemma-2 / LLaMA-3 with covariance spectrum flow; partial scoop of transformer RG claim (arXiv:2601.19942)",Partial-scoop warning: our transformer RG flow contribution must clearly differentiate from this Jan-2026 preprint,5
5006,Diffusion-Guided Renormalization of Neural Systems via Tensor Networks,"Kodama, N.X.",2025,preprint,dl_theory,renormalization_group,theory,"Tensor-network RG applied to neural systems; dissertation-based formalism linking diffusion-guided coarse-graining to criticality in ML (arXiv:2510.06361)",Alternative RG methodology to benchmark our coarse-graining choice against,3
5007,Dynamic neuron approach to deep neural networks: Decoupling neurons for renormalization group analysis,"Lee, D.; Lee, H.-S.; Yi, J.",2025,journal_article,dl_theory,renormalization_group,theory,"Theoretical RG framework for deep networks by decoupling neurons into dynamic variables (Phys. Rev. Research 7:023276, arXiv:2410.00396)",Theory precedent for RG on feedforward nets; our transformer RG must cite and extend,4
5008,The phenomenological renormalization group in neuronal models near criticality,"Nascimento, K.F.R.; Castro, D.M.; Cambrainha, G.G.; Copelli, M.",2025,preprint,neuroscience,renormalization_group,methodology,"Phenomenological RG narrow-window scaling detection methodology; warns PRG scaling can appear across ~10% from true critical point (arXiv:2506.14053)",Methodology warning: PRG false-positive risk; report window-width sensitivity for any PRG-based criticality claim,4
5009,Testing the critical brain hypothesis using a phenomenological renormalization group,"Nicoletti, G.; Suweis, S.; Maritan, A.",2020,journal_article,neuroscience,renormalization_group,methodology,"PRG scaling signatures can persist up to 10% distance from true critical point; false-positive risk for criticality claims based on coarse-graining alone (arXiv:2001.04353; author name Nicoletti not Silva — VERIFY original citation)",False-positive risk reference for our coarse-graining-based criticality tests,4
5010,Input-driven circuit reconfiguration in critical recurrent neural networks,"Magnasco, M.O.",2024,journal_article,neuroscience,criticality_in_dl,theory_simulation,"Critical RNNs reconfigure circuit topology as a function of input drive while remaining near criticality; runtime-conditional branching ratio sigma (PNAS 122(10):e2405150322 March 2025, arXiv:2405.15036)",Direct precedent for runtime-conditional / input-driven criticality in RNNs; our input-driven sigma(x) for transformers must distinguish from this,5
5011,Dataset-learning duality and emergent criticality,"Kukleva, E.; Vanchurin, V.",2024,preprint,dl_theory,criticality_in_dl,theory,"Duality between dataset statistics and learning dynamics yields emergent criticality without explicit tuning (arXiv:2405.17391)",Theoretical basis for why trained nets self-organise near criticality when trained on natural data; relevant to input-driven framing,4
5012,ICLR: In-Context Learning of Representations,"Park, C.F.; Lee, A.; Lubana, E.S.; Yang, Y.; Okawa, M.; Nishi, K.; Wattenberg, M.; Tanaka, H.",2025,preprint,mech_interp,in_context_learning,empirical,"In-context examples reshape internal representations at runtime; supports runtime-conditional dynamics thesis (arXiv:2501.00070)",In-context prompts are a direct input-driven lever on representation geometry; tie to our input-conditional criticality probe,3
5013,A Sparsity Predicting Approach for Large Language Models via Activation Pattern Clustering,"Dhar, N.; Deng, B.; Islam, M.R.; Zhang, X.; Nasif, K.F.A.; Suo, K.",2025,preprint,mech_interp,activation_patterns,empirical,"Activation-pattern clustering for LLMs reveals structured input-conditional sparsity patterns (arXiv:2507.14179)",Activation-cluster structure is a candidate order parameter for input-driven criticality; test distributional shift with prompt,3
5014,LLM Circuit Analyses Are Consistent Across Training and Scale,"Tigges, C.; Hanna, M.; Yu, Q.; Biderman, S.",2024,conference_paper,mech_interp,induction_heads,empirical,"Induction-head emergence on Pythia is consistent across model sizes and training stages; NeurIPS 2024 (arXiv:2407.10827)",Pythia induction-head emergence is the canonical phase-transition reference for ICL; our emergence analysis must cite,5
5015,Which Attention Heads Matter for In-Context Learning,"Yin, K.; Steinhardt, J.",2025,preprint,mech_interp,induction_heads,empirical,"Analysis of which attention heads drive ICL across Pythia and similar models (arXiv:2502.14010; original request attributed to Chughtai et al. — VERIFY)",Complements Tigges 2024 induction-emergence story with head-importance analysis,4
5016,In-Context Learning Without Copying,"Sahin, K.; Feucht, S.; Belfki, A.; Brinkmann, J.; Mueller, A.; Bau, D.; Wendler, C.",2025,preprint,mech_interp,induction_heads,empirical,"Induction-head dynamics analysis showing ICL can occur without literal copying behaviour (arXiv:2511.05743; original request attributed to Sahin 2025 — VERIFY co-authors)",Extends induction dynamics picture; cite alongside Tigges for completeness,3
5017,On the Emergence of Induction Heads for In-Context Learning,"Musat, T.; Pimentel, T.; Noci, L.; Stolfo, A.; Sachan, M.; Hofmann, T.",2025,preprint,mech_interp,induction_heads,theory,"Theoretical and empirical analysis of induction-head emergence during training (arXiv:2511.01033)",Mechanistic emergence theory for induction heads; use to interpret any phase-transition signature,4
5018,Robust and Scalable Bayesian Online Changepoint Detection,"Altamirano, M.; Briol, F.-X.; Knoblauch, J.",2023,preprint,methodology,changepoint_detection,methodology,"Robust Bayesian online changepoint detector resilient to outliers and misspecification (arXiv:2302.04759)","Methodology for detecting training-dynamics phase transitions in noisy metric time series (loss, sigma, alpha)",4
5019,Critical Phase Transition in Large Language Models,"Nakaishi, K.; Nishikawa, Y.; Hukushima, K.",2024,preprint,criticality_in_dl,phase_transitions,empirical,"Sampling-temperature axis of LLM induces critical phase transition; Pythia-70M analysis (arXiv:2406.05335 Jun 2024)",Temperature axis criticality precedent; our training-axis criticality must distinguish,5
