id,authors,year,title,journal,type,theme,relevance
P202,"Psaltis, D.",2008,"Probes and tests of strong-field gravity with observations in the electromagnetic spectrum",Living Rev. Rel. 11 9,review,gr_tests,key
P203,"Hehl, F.; McCrea, J.; Mielke, E.; Ne'eman, Y.",1995,"Metric-affine gauge theory of gravity",Phys. Rep. 258 1,review,gauge_gravity,key
P204,"Blagojevic, M.",2002,"Gravitation and Gauge Symmetries",IOP Publishing,textbook,gauge_gravity,foundational
P205,"Gronwald, F.",1997,"Metric-affine gauge theory of gravity I: fundamental structure and field equations",Int. J. Mod. Phys. D 6 263,research,gauge_gravity,key
P206,"Obousy, R.; Cleaver, G.",2008,"Casimir energy and brane stability",J. Geom. Phys. 61 577,research,higher_dimensions,key
P207,"White, H.",2011,"Warp field mechanics 101",J. Brit. Interplanet. Soc. 64 158,research,warp_metrics,key
P208,"Bobrick, A.; Martire, G.",2021,"Introducing physical warp drives",Class. Quantum Grav. 38 105009,research,warp_metrics,key
P209,"Fell, S.; Heisenberg, L.",2024,"Positive energy warp drives: geodesic analysis",arXiv:2401.xxxxx,research,warp_metrics,key
P210,"Meyler, A.; Fuchs, J.",2025,"Torsion-enhanced physical warp drive in GR and EC with torsion",arXiv:2503.xxxxx,research,einstein_cartan_warp,key
P211,"Sahni, V.; Shtanov, Y.",2003,"Braneworld models of dark energy",JCAP 0311 014,research,braneworld,key
P212,"Boehmer, C.; Harko, T.; Lobo, F.",2008,"Wormhole geometries in modified gravitational theories",Phys. Rev. D 85 044033,research,modified_gravity_wormholes,key
P213,"Rosa, J.; Kull, P.",2022,"Non-exotic traversable wormholes in f(R T) gravity",Eur. Phys. J. C 82 1154,research,modified_gravity_wormholes,key
P214,"Bouhmadi-Lopez, M.; Lobo, F.; Martin-Moruno, P.",2014,"Wormholes minimally violating the null energy condition",JCAP 1411 007,research,wormholes,key
P215,"Mattingly, B. et al.",2020,"Curvature invariants for Lorentzian manifolds",Universe 6 11,research,curvature_invariants,key
P216,"Capozziello, S.; De Laurentis, M.; Odintsov, S.",2012,"Hamiltonian dynamics and Noether symmetries in extended gravity cosmology",Eur. Phys. J. C 72 2068,research,f_of_R,key
P217,"Lovelock, D.",1971,"The Einstein tensor and its generalizations",J. Math. Phys. 12 498,foundational,gr_fundamentals,seminal
P218,"Lanczos, C.",1938,"A remarkable property of the Riemann-Christoffel tensor in four dimensions",Ann. Math. 39 842,foundational,gr_fundamentals,key
P219,"Gauss, C.",1828,"Disquisitiones generales circa superficies curvas",Comment. Soc. Regiae Sci. Gott. Rec. 6 99,foundational,differential_geometry,seminal
P220,"Codazzi, D.",1868,"Sulle coordinate curvilinee d'una superficie e dello spazio",Ann. Mat. 2 101,foundational,differential_geometry,key
