id,title,authors,year,venue,url,category,relevance
P145,"Transport Strategy for the Greater Dublin Area 2022-2042","NTA Ireland",2022,Strategic Plan,https://www.nationaltransport.ie/connecting-ireland/greater-dublin-area-transport-strategy/,irish-transport,Updated GDA transport strategy
P146,"DART+ Programme","Irish Rail",2024,Infrastructure Programme,https://www.dartplus.ie/en-ie/,irish-rail,DART expansion programme details
P147,"Irish Rail Safety Performance Report","Railway Safety Commission",2024,Annual Report,https://www.rsc.ie/,irish-rail-safety,Safety performance data
P148,"Extreme Wind Events and Railway Operations in Ireland","Hickey, K.",2011,Weather,https://doi.org/10.1002/wea.614,weather-ireland,Irish extreme weather events
P149,"Dublin Airport Climatological Note","Met Eireann",2023,Technical Note,https://www.met.ie/,weather-ireland,Dublin climate statistics
P150,"Climate of Ireland","Rohan, P.K.",1986,Book - Stationery Office,https://www.met.ie/,textbook,Irish climate reference
P151,"Sea Level Rise and Coastal Infrastructure in Ireland","Devoy, R.J.N.",2008,Journal of Coastal Research,https://doi.org/10.2112/07A-0041.1,coastal-infrastructure,Coastal vulnerability (Bray-Greystones relevant)
P152,"Climate Change Impacts on Irish Railways","EPA Ireland",2020,Research Report,https://www.epa.ie/publications/research/,climate-ireland,Irish climate change and transport
P153,"A Critical Assessment of On-Time Performance Metrics","Shalaby, A.S.",2000,Transit Cooperative Research Program,https://www.trb.org/,performance,On-time performance metric critique
P154,"Railway Operations Research","Lusby, R.M.; Larsen, J.; Ehrgott, M.; Ryan, D.M.",2011,OR Spectrum,https://doi.org/10.1007/s00291-011-0246-5,review,Railway OR comprehensive review
P155,"Time Series Forecasting with Gradient Boosting","Januschowski, T.; Gasthaus, J.; Wang, Y.",2020,International Journal of Forecasting,https://doi.org/10.1016/j.ijforecast.2019.10.005,ml-method,Gradient boosting for time series
P156,"Feature Engineering for Machine Learning","Zheng, A.; Casari, A.",2018,Book - O'Reilly,https://www.oreilly.com/,ml-textbook,Feature engineering principles
P157,"Scikit-Learn: Machine Learning in Python","Pedregosa, F.; et al.",2011,JMLR,https://jmlr.org/papers/v12/pedregosa11a.html,ml-framework,scikit-learn reference
P158,"The Elements of Statistical Learning","Hastie, T.; Tibshirani, R.; Friedman, J.",2009,Book - Springer,https://doi.org/10.1007/978-0-387-84858-7,textbook,Statistical learning textbook
P159,"An Introduction to Statistical Learning","James, G.; Witten, D.; Hastie, T.; Tibshirani, R.",2013,Book - Springer,https://doi.org/10.1007/978-1-4614-7138-7,textbook,Introductory ML textbook
P160,"Cross-Validation for Time Series","Bergmeir, C.; Benitez, J.M.",2012,Information Sciences,https://doi.org/10.1016/j.ins.2011.12.028,ml-method,Temporal cross-validation methods
P161,"Handling Imbalanced Datasets: A Review","He, H.; Garcia, E.A.",2009,IEEE TKDE,https://doi.org/10.1109/TKDE.2008.239,ml-method,Class imbalance techniques
P162,"SHAP Values for Model Interpretability","Lundberg, S.M.; Lee, S.I.",2017,NeurIPS,https://papers.nips.cc/paper/7062,ml-interpretability,SHAP explanation method
P163,"Feature Importance in Random Forests and Gradient Boosting","Strobl, C.; Boulesteix, A.L.; Zeileis, A.; Hothorn, T.",2007,BMC Bioinformatics,https://doi.org/10.1186/1471-2105-8-25,ml-method,Feature importance methods
P164,"Temporal Fusion Transformers for Interpretable Multi-Horizon Time Series Forecasting","Lim, B.; Arik, S.O.; Loeff, N.; Pfister, T.",2021,International Journal of Forecasting,https://doi.org/10.1016/j.ijforecast.2021.03.012,ml-method,Transformer for time series
P165,"Conformal Prediction: A Gentle Introduction","Angelopoulos, A.N.; Bates, S.",2022,Foundations and Trends in Machine Learning,https://doi.org/10.1561/2200000101,ml-method,Conformal prediction tutorial
P166,"Bayesian Optimization","Shahriari, B.; Swersky, K.; Wang, Z.; Adams, R.P.; de Freitas, N.",2016,Proceedings of the IEEE,https://doi.org/10.1109/JPROC.2015.2494218,ml-method,Bayesian hyperparameter optimization
P167,"Extreme Gradient Boosting for Survival Analysis","Barnwal, A.; Cho, H.; Hocking, T.",2022,Statistics in Medicine,https://doi.org/10.1002/sim.9265,ml-method,XGBoost for survival analysis
P168,"A Survey on Transfer Learning","Pan, S.J.; Yang, Q.",2010,IEEE TKDE,https://doi.org/10.1109/TKDE.2009.191,ml-method,Transfer learning survey
P169,"Encoding Temporal Features for Time Series Prediction","Kazemi, S.M.; Goel, R.; Jain, K.; Kobyzev, I.; Sethi, A.; Forsyth, P.; Poupart, P.",2019,ICLR,https://openreview.net/forum?id=rJxNAGpNDH,ml-method,Temporal encoding methods
P170,"Understanding LSTM Networks","Olah, C.",2015,Colah's Blog,https://colah.github.io/posts/2015-08-Understanding-LSTMs/,ml-method,LSTM explanation
P171,"Attention Is All You Need","Vaswani, A.; et al.",2017,NeurIPS,https://papers.nips.cc/paper/7181,ml-method,Transformer architecture
P172,"Train Running Time Prediction Based on Historical Data","Wen, C.; Mou, W.; Li, Z.",2020,Transportmetrica A,https://doi.org/10.1080/23249935.2019.1697965,running-time,Historical data for running time
P173,"Railway Delay Prediction with Spatial-Temporal Graph Learning","Li, J.; Pu, Z.; Yang, Y.",2023,Transportation Research Part C,https://doi.org/10.1016/j.trc.2023.104087,delay-prediction,Spatial-temporal graph for delays
P174,"Network Analysis of Railway Systems","Cats, O.; Koppenol, G.J.; Warber, M.",2017,Transportmetrica A,https://doi.org/10.1080/23249935.2017.1295155,network-analysis,Railway network analysis methods
P175,"Infrastructure Resilience Assessment for Railway Networks","Peterson, S.K.",2020,Reliability Engineering & System Safety,https://doi.org/10.1016/j.ress.2020.106989,network-robustness,Railway infrastructure resilience
P176,"The Science of Railway Operations","Goverde, R.M.P.; Hansen, I.A.",2020,Review in Railway Science,https://doi.org/10.1007/978-3-030-64233-7,review,Comprehensive railway operations review
P177,"Train Scheduling: A Review","Cordeau, J.F.; Toth, P.; Vigo, D.",1998,Transportation Science,https://doi.org/10.1287/trsc.32.4.380,review,Classic train scheduling review
P178,"Evaluating the Resilience of Transport Systems","D'Lima, M.; Medda, F.",2015,Transportation Research Part A,https://doi.org/10.1016/j.tra.2015.09.012,resilience,Transport resilience evaluation
P179,"Delay Attribution in Railways","Vekas, P.; van Oort, N.",2016,European Journal of Transport and Infrastructure Research,https://doi.org/10.18757/ejtir.2016.16.4.3168,delay-attribution,Delay cause attribution methods
P180,"Railway Punctuality: What Is It and How Is It Measured?","Harris, N.G.",2000,Journal of the Operational Research Society,https://doi.org/10.1057/palgrave.jors.2600891,performance,Punctuality definition and measurement
P181,"Knock-On Effects of Railway Disruptions","Janssen, S.; Goverde, R.M.P.",2018,Transportmetrica A,https://doi.org/10.1080/23249935.2017.1367206,delay-propagation,Knock-on delay analysis
P182,"PESP: Periodic Event Scheduling Problem","Serafini, P.; Ukovich, W.",1989,Operations Research,https://doi.org/10.1287/opre.37.4.603,timetable-design,PESP theoretical foundation
P183,"Delay Robustness of Railway Timetables","Burggraeve, S.; Bull, S.H.; Vansteenwegen, P.; Lusby, R.M.",2017,Transportation Research Part C,https://doi.org/10.1016/j.trc.2017.07.009,timetable-robustness,Delay robustness measures
P184,"Railway Track Geometry Degradation","Soleimanmeigouni, I.; Ahmadi, A.; Kumar, U.",2018,Proceedings of the Institution of Mechanical Engineers Part F,https://doi.org/10.1177/0954409717734607,infrastructure,Track degradation modelling
P185,"Influence of Platform Crowding on Train Dwell Times","Wiggenraad, P.B.L.",2001,PhD Thesis - TU Delft,https://repository.tudelft.nl/,station-operations,Platform crowding and dwell time
P186,"Big Data and AI in Railway Engineering","Ghofrani, F.; He, Q.; Goverde, R.M.P.; Liu, X.",2018,Transportation Research Part C,https://doi.org/10.1016/j.trc.2018.06.013,review,AI applications in railways review
P187,"Data-Driven Approaches for Railway Maintenance","Li, H.; Parikh, D.; He, Q.; Qian, B.",2014,Transportation Research Part C,https://doi.org/10.1016/j.trc.2014.05.007,infrastructure,Data-driven maintenance
P188,"Crowding in Public Transport: A Review","Li, Z.; Hensher, D.A.",2011,Transport Reviews,https://doi.org/10.1080/01441647.2011.569110,demand-analysis,Crowding review
P189,"Railway Safety Risk Model","Bearfield, G.; Marsh, W.",2005,Computers in Railways IX,https://doi.org/10.2495/CR050421,safety,Safety risk model
P190,"Weather-Related Railway Incidents: An Overview","Ludvigsen, J.; Klæboe, R.",2014,Safety Science,https://doi.org/10.1016/j.ssci.2014.01.004,weather-rail,Weather incident overview
P191,"Climate Risk Assessment for Transport Infrastructure","Koetse, M.J.; Rietveld, P.",2009,Transportation Research Part D,https://doi.org/10.1016/j.trd.2009.01.004,climate-rail,Climate risk for transport
P192,"Optimal Allocation of Buffer Times","Kroon, L.; Dekker, R.; Vromans, M.",2007,TRAIL Research School,https://www.trail.tudelft.nl/,timetable-design,Buffer allocation optimization
P193,"The Impact of Service Reliability on Public Transport Usage","Bates, J.; Polak, J.; Jones, P.; Cook, A.",2001,Transportation Research Part A,https://doi.org/10.1016/S0965-8564(00)00018-8,reliability-value,Reliability and ridership
P194,"A Comprehensive Railway Signal System","Theeg, G.; Vlasenko, S.",2020,Springer,https://doi.org/10.1007/978-3-662-44150-0,textbook,Updated signalling textbook
P195,"Train Platforming and Routing at Large Stations","Zwaneveld, P.J.; Kroon, L.G.; van Hoesel, S.P.M.",2001,Transportation Science,https://doi.org/10.1287/trsc.35.2.202.10426,station-operations,Platform routing at major stations
P196,"Railway Operations and Traffic Management","Abril, M.; Barber, F.; Ingolotti, L.; Salido, M.A.; Tormos, P.; Lova, A.",2008,Transportation Research Part C,https://doi.org/10.1016/j.trc.2007.07.004,review,Operations and traffic management review
P197,"Bayesian Networks for Train Delay Prediction","Lessan, J.; Fu, L.; Wen, C.",2020,Transportation Research Part C,https://doi.org/10.1016/j.trc.2020.102659,delay-prediction,Bayesian network delay prediction
P198,"Irish Rail DART Network Map","Irish Rail",2024,Public Map,https://www.irishrail.ie/en-ie/travel-information/station-and-route-maps/dart-network,irish-rail,DART network topology reference
P199,"Connolly Station Redevelopment: Feasibility Study","CIE/Irish Rail",2019,Internal Report,https://www.irishrail.ie/,irish-rail,Connolly station capacity analysis
P200,"NBRU Statement on DART Timetable Changes","NBRU",2024,Press Release,https://www.nbru.ie/,irish-rail,Driver union perspective on timetable issues
P201,"Iarnrod Eireann Customer Charter 2024","Irish Rail",2024,Corporate Document,https://www.irishrail.ie/,irish-rail,Customer service commitments
P202,"Greater Dublin Area Cycle Network Plan","NTA",2024,Plan Document,https://www.nationaltransport.ie/,irish-transport,Complementary transport modes
P203,"The Economic Impact of Railway Disruptions on Dublin","ESRI",2023,Research Note,https://www.esri.ie/,irish-economics,Economic cost of DART disruptions
P204,"Passenger Focus: National Rail Passenger Survey","Transport Focus UK",2024,Survey Report,https://www.transportfocus.org.uk/,benchmarking,UK passenger satisfaction benchmark
P205,"Railway Performance in the Nordic Countries","Banverket",2012,Report,https://www.trafikverket.se/,benchmarking,Nordic railway performance comparison
