id,authors,year,title,venue,url,tag,key_finding_1sentence
123,Aastveit K; Anundsen A,2022,Asymmetric effects of monetary policy in regional housing markets,American Economic Journal Macroeconomics,https://www.aeaweb.org/articles?id=10.1257/mac.20190011,interest_rates,Monetary-policy house-price responses are state-dependent and 2x larger in supply-inelastic metros.
124,Huber K,2023,Are bigger banks better,Journal of Monetary Economics,https://www.sciencedirect.com/science/article/pii/S0304393222001179,credit_supply,Bank-size effects on local lending relevant for modelling housing credit geography.
125,Landvoigt T; Piazzesi M; Schneider M,2023,The housing boom and bust revisited,NBER Working Paper,https://www.nber.org/papers/w31280,credit_supply,Updated evidence that low-credit-score borrowers drove a disproportionate share of 2000s price growth.
126,Acolin A; Bricker J; Calem P; Wachter S,2016,Borrowing constraints and homeownership,American Economic Review P&P,https://www.aeaweb.org/articles?id=10.1257/aer.p20161084,credit_supply,Tighter post-2008 credit standards reduced homeownership by 5-10 percentage points.
127,Li W; Yao R,2007,The life-cycle effects of house price changes,Journal of Money Credit and Banking,https://onlinelibrary.wiley.com/doi/10.1111/j.1538-4616.2007.00064.x,macro,Life-cycle consumption effects of house-price shocks heterogeneous by age and tenure status.
128,Case K; Shiller R,1988,The behavior of home buyers in boom and post-boom markets,New England Economic Review,https://www.bostonfed.org/publications/new-england-economic-review/1988/the-behavior-of-home-buyers-in-boom-and-post-boom-markets.aspx,behavioural,Early survey evidence that backward-looking extrapolation dominates homebuyer expectations.
129,Case K; Shiller R,1990,Forecasting prices and excess returns in the housing market,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.00521,momentum,Price momentum is statistically and economically large at 12-month horizons in US metros.
130,Meese R; Wallace N,2003,House price dynamics and market fundamentals,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119003000375,price_fundamentals,Long-run prices in the Bay Area are explained by rent and construction cost despite large short-run deviations.
131,Capozza D; Hendershott P; Mack C; Mayer C,2002,Determinants of real house price dynamics,NBER Working Paper 9262,https://www.nber.org/papers/w9262,price_fundamentals,Cross-metro short-run price dynamics exhibit strong momentum and mean-reversion at 3-5 year horizons.
132,Abraham J; Hendershott P,1996,Bubbles in metropolitan housing markets,Journal of Housing Research,https://www.jstor.org/stable/24832854,price_fundamentals,Identifies regional deviations from fundamentals and tests their predictability for future returns.
133,Goodman A; Thibodeau T,2008,Where are the speculative bubbles in US housing markets,Journal of Housing Economics,https://www.sciencedirect.com/science/article/abs/pii/S1051137708000041,price_fundamentals,Metro-specific bubble indicators flagged coastal California Florida and Las Vegas before 2007.
134,Gallin J,2006,The long-run relationship between house prices and income,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/j.1540-6229.2006.00172.x,price_fundamentals,No cointegrating relationship between national prices and income in US post-war data.
135,Gallin J,2008,The long-run relationship between house prices and rents,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/j.1540-6229.2008.00220.x,price_fundamentals,Price-rent ratio is stationary at national level but with 3-5 year deviations from mean.
136,Engsted T; Pedersen T,2015,Predicting returns and rent growth in the housing market,Journal of Empirical Finance,https://www.sciencedirect.com/science/article/abs/pii/S0927539815000341,price_fundamentals,Price-rent ratio strongly predicts future rent growth rather than returns contra Campbell-Shiller intuition.
137,Hjalmarsson E; Österholm P,2020,Heterogeneity in house-price dynamics,Regional Science and Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0166046219303461,price_fundamentals,Large cross-metro heterogeneity in price-income and price-rent mean-reversion speeds.
138,Clayton J,1996,Rational expectations market fundamentals and housing price volatility,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.00704,price_fundamentals,Rational-expectations model rejected on Vancouver data excess volatility in price-rent.
139,Cutler D; Poterba J; Summers L,1991,Speculative dynamics,Review of Economic Studies,https://academic.oup.com/restud/article/58/3/529/1565050,behavioural,Price momentum is a robust feature across asset classes including housing.
140,Barberis N; Greenwood R; Jin L; Shleifer A,2018,Extrapolation and bubbles,Journal of Financial Economics,https://www.sciencedirect.com/science/article/pii/S0304405X18301028,behavioural,Extrapolative expectations produce bubbles matching stylised facts of 2000s housing.
141,Greenwood R; Shleifer A,2014,Expectations of returns and expected returns,Review of Financial Studies,https://academic.oup.com/rfs/article/27/3/714/1571927,behavioural,Subjective expected returns co-move with past returns implying extrapolative beliefs dominate.
142,Anenberg E; Bayer P,2020,Endogenous sources of volatility in housing markets,Quantitative Economics,https://onlinelibrary.wiley.com/doi/10.3982/QE1113,inventory,Joint-moving-and-pricing decisions produce endogenous price-volume volatility amplification.
143,Guren A; McQuade T,2020,How do foreclosures exacerbate housing downturns,Review of Economic Studies,https://academic.oup.com/restud/article/87/3/1331/5570579,credit_supply,Foreclosures depress prices through a price-foreclosure feedback amplifying downturn by 25-45 percent.
144,Campbell J; Giglio S; Pathak P,2011,Forced sales and house prices,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.101.5.2108,credit_supply,Foreclosed-home sales transact at a 27 percent discount relative to comparable non-distressed sales.
145,Anenberg E,2016,Information frictions and housing market dynamics,International Economic Review,https://onlinelibrary.wiley.com/doi/10.1111/iere.12214,inventory,Information frictions generate sluggish price adjustment observable in listing-to-sale-price spreads.
146,Merlo A; Ortalo-Magné F,2004,Bargaining over residential real estate,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119004000051,inventory,UK listing-vs-sale-price data show bargaining dynamics that differ sharply across market states.
147,Carrillo P,2013,To sell or not to sell,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/j.1540-6229.2012.00346.x,inventory,Price reductions on listings are a strong predictor of subsequent sale-price declines.
148,Carrillo P; Cellini S; Green R,2013,School quality and information transmission,Regional Science and Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0166046212001275,inventory,Listing-text informational content shifts closing prices in noise-reduction experiments.
149,Anenberg E; Kung E,2014,Estimates of the size and source of price declines,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.104.8.2527,credit_supply,Foreclosures caused 3-5 percent price decline through a local-market-disamenity channel.
150,Gerardi K; Herkenhoff K; Ohanian L; Willen P,2018,Can't pay or won't pay,Review of Financial Studies,https://academic.oup.com/rfs/article/31/3/1098/4582661,credit_supply,Liquidity constraints more than negative equity drive mortgage default during 2008-09.
151,Ganong P; Noel P,2020,Liquidity vs wealth in household debt obligations,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.20181243,credit_supply,Liquidity shocks not equity shocks are the primary default trigger post-2007.
152,Kolko J,2021,Where Americans moved in 2020,Indeed Hiring Lab,https://www.hiringlab.org/2021/03/29/migration-patterns-in-2020/,cycle_2022,In-migration to lower-cost metros accelerated sharply in 2020.
153,Altig D; Baker S; Barrero J; Bloom N; Bunn P; Chen S; Davis S; Leather J; Meyer B; Mihaylov E; Mizen P; Parker N; Renault T; Smietanka P; Thwaites G,2020,Economic uncertainty before and during the COVID-19 pandemic,Journal of Public Economics,https://www.sciencedirect.com/science/article/pii/S0047272720301389,cycle_2022,Uncertainty spike during COVID of relevance to housing-market volatility channel.
154,Barrero J; Bloom N; Davis S,2021,Why working from home will stick,NBER Working Paper,https://www.nber.org/papers/w28731,cycle_2022,Remote work will persist at 20+ percent of work days with implications for metro housing demand.
155,Brueckner J; Kahn M; Lin G,2023,A new spatial hedonic equilibrium in the emerging work-from-home economy,American Economic Journal Applied Economics,https://www.aeaweb.org/articles?id=10.1257/app.20220287,cycle_2022,Work-from-home flattens bid-rent curve and is observable in spatial price gradients 2019-22.
156,Delventhal M; Parkhomenko A,2023,Spatial implications of telecommuting,Working Paper,https://alexparkhomenko.com/research/,cycle_2022,Full telecommuting equilibrium implies substantial redistribution across metros.
157,Davis M; Ghent A; Gregory J,2023,The work-from-home revolution,Working Paper,https://sites.google.com/view/morris-davis/research,cycle_2022,Work-from-home is equivalent to a productivity shock and affects long-run housing demand.
158,Bloom N; Han R; Liang J,2024,How hybrid working from home works out,NBER Working Paper,https://www.nber.org/papers/w30292,cycle_2022,Hybrid work reduces commute elasticity of housing demand.
159,Monte F; Porcher C; Rossi-Hansberg E,2023,Remote work and city structure,NBER Working Paper,https://www.nber.org/papers/w31494,cycle_2022,Remote work changes metro commuting zones in ways relevant to sub-metro price dynamics.
160,Garner T; Short K; Ziliak J,2022,Consumer price indices during COVID,BLS Working Paper,https://www.bls.gov/osmr/research-papers/2022/,cycle_2022,Shelter-cost measurement issues during COVID relevant to real price comparisons.
161,Adelino M; Schoar A; Severino F,2020,Dynamics of housing debt in the recent boom and great recession,NBER Macroeconomics Annual,https://www.nber.org/chapters/c14179,credit_supply,Debt distribution revisited finds middle-income borrowers mattered most not just subprime.
162,Griffin J; Kruger S; Maturana G,2021,What drove the 2003-2006 house price boom,Journal of Financial Economics,https://www.sciencedirect.com/science/article/pii/S0304405X20303056,credit_supply,Non-agency mortgage fraud and securitisation together drove approximately 60 percent of 2003-06 price appreciation.
163,Piskorski T; Seru A; Witkin J,2015,Asset quality misrepresentation by financial intermediaries,Journal of Finance,https://onlinelibrary.wiley.com/doi/10.1111/jofi.12271,credit_supply,Banks systematically misrepresented asset quality in RMBS relevant for crisis attribution.
164,Hartman-Glaser B,2017,Reputation and signaling in asset sales,Journal of Financial Economics,https://www.sciencedirect.com/science/article/pii/S0304405X16302240,credit_supply,Reputational incentives shift mortgage-pool composition over time.
165,Hurst E; Keys B; Seru A; Vavra J,2016,Regional redistribution through the US mortgage market,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.20151000,credit_supply,Government-sponsored enterprise pricing redistributes from low-risk to high-risk metros relevant for regional price dynamics.
166,Adelino M; Ma S; Robinson D,2017,Firm age investment opportunities and job creation,Journal of Finance,https://onlinelibrary.wiley.com/doi/10.1111/jofi.12495,credit_supply,Collateral-channel housing-price effects on small-business job creation.
167,Mian A; Sufi A,2011,What explains the 2007-2009 drop in employment,Econometrica,https://onlinelibrary.wiley.com/doi/10.3982/ECTA9042,macro,Cross-county housing-shock variation explains a large share of the 2007-09 employment decline.
168,Stroebel J,2016,Asymmetric information about collateral values,Journal of Finance,https://onlinelibrary.wiley.com/doi/10.1111/jofi.12343,credit_supply,Information asymmetries between lenders and borrowers observable in mortgage-rate differentials.
169,Agarwal S; Ben-David I; Yao V,2017,Systematic mistakes in home valuations,Journal of Financial Economics,https://www.sciencedirect.com/science/article/pii/S0304405X16302185,behavioural,Home appraisers systematically over-value during booms and under-value during busts.
170,Eriksen M; Fout H; Palim M; Rosenblatt E,2019,Contract price confirmation bias,Journal of Real Estate Finance and Economics,https://link.springer.com/article/10.1007/s11146-018-9682-z,behavioural,Appraisers bias toward confirming contract prices biasing LTV measurement and default risk estimates.
171,Kindleberger C; Aliber R,2011,Manias Panics and Crashes (6th ed),Palgrave Macmillan,https://link.springer.com/book/10.1007/978-0-230-36535-3,textbook_bubble,Classic narrative history of bubbles with chapters on US housing through 2008.
172,Galbraith J K,1994,A Short History of Financial Euphoria,Penguin,https://www.penguinrandomhouse.com/books/168515/a-short-history-of-financial-euphoria-by-john-kenneth-galbraith/,textbook_bubble,Describes recurrent features of speculative manias including extrapolation and leverage.
173,Akerlof G; Shiller R,2009,Animal Spirits,Princeton University Press,https://press.princeton.edu/books/paperback/9780691145921/animal-spirits,textbook_behavioural,Textbook treatment of behavioural foundations of macro instability including housing.
174,Thaler R,2015,Misbehaving,WW Norton,https://wwnorton.com/books/misbehaving/,textbook_behavioural,Behavioural-finance textbook with chapters relevant to real-estate decision-making anomalies.
175,Tetlock P,2017,Superforecasting,Broadway Books,https://www.penguinrandomhouse.com/books/227815/superforecasting-by-philip-e-tetlock-and-dan-gardner/,textbook_forecasting,Principles of probabilistic forecasting relevant for calibrated crash-probability claims.
176,Hastie T; Tibshirani R; Friedman J,2009,The Elements of Statistical Learning (2nd ed),Springer,https://hastie.su.domains/ElemStatLearn/,textbook_ml,Canonical statistical-learning textbook for the ML methods used in crash prediction.
177,Murphy K,2022,Probabilistic Machine Learning Advanced Topics,MIT Press,https://probml.github.io/pml-book/book2.html,textbook_ml,Covers probabilistic forecasting and calibration methods required for our pipeline.
178,Hyndman R; Athanasopoulos G,2021,Forecasting Principles and Practice (3rd ed),OTexts,https://otexts.com/fpp3/,textbook_forecasting,Time-series forecasting textbook with the rolling-origin CV methodology we use.
179,Kuhn M; Johnson K,2019,Feature Engineering and Selection,CRC Press,https://bookdown.org/max/FES/,textbook_ml,Reference for feature engineering and leakage control which is critical for this project.
180,Efron B; Hastie T,2016,Computer Age Statistical Inference,Cambridge University Press,https://hastie.su.domains/CASI/,textbook_ml,Covers bootstrap and resampling relevant for small-number-of-crises inference.
181,Gneiting T; Raftery A,2007,Strictly proper scoring rules prediction and estimation,Journal of the American Statistical Association,https://amstat.tandfonline.com/doi/abs/10.1198/016214506000001437,methodology_ml,Proper scoring rules essential for evaluating probabilistic crash forecasts.
182,Brier G,1950,Verification of forecasts expressed in terms of probability,Monthly Weather Review,https://journals.ametsoc.org/view/journals/mwre/78/1/1520-0493_1950_078_0001_vofeit_2_0_co_2.xml,methodology_ml,Original Brier score subsequently used for probabilistic-forecast evaluation.
183,Platt J,1999,Probabilistic outputs for support vector machines,Advances in Large Margin Classifiers MIT Press,https://home.cs.colorado.edu/~mozer/Teaching/syllabi/6622/papers/Platt1999.pdf,methodology_ml,Platt scaling for post-hoc calibration of classifier outputs.
184,Niculescu-Mizil A; Caruana R,2005,Predicting good probabilities with supervised learning,ICML,https://dl.acm.org/doi/10.1145/1102351.1102430,methodology_ml,Documents how tree ensembles are miscalibrated and how to fix them.
185,Chen T; Guestrin C,2016,XGBoost a scalable tree boosting system,KDD,https://dl.acm.org/doi/10.1145/2939672.2939785,methodology_ml,Gradient boosting framework heavily used in applied time-series classification.
186,Ke G; Meng Q; Finley T; Wang T; Chen W; Ma W; Ye Q; Liu T,2017,LightGBM a highly efficient gradient boosting decision tree,NeurIPS,https://papers.nips.cc/paper/6907-lightgbm-a-highly-efficient-gradient-boosting-decision-tree,methodology_ml,Gradient-boosting library with categorical handling relevant for metro-fixed-effect features.
187,Lundberg S; Lee S,2017,A unified approach to interpreting model predictions,NeurIPS,https://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions,methodology_ml,SHAP values for per-prediction feature-importance attribution.
188,Bergmeir C; Benítez J,2012,On the use of cross-validation for time series,Information Sciences,https://www.sciencedirect.com/science/article/pii/S0020025511006773,methodology_ml,Blocked and rolling-origin CV is mandatory for time-series classification.
189,Cerqueira V; Torgo L; Mozetič I,2020,Evaluating time series forecasting models,Machine Learning,https://link.springer.com/article/10.1007/s10994-020-05880-w,methodology_ml,Empirical comparison of time-series CV schemes favours blocked designs.
190,Pan S; Yang Q,2010,A survey on transfer learning,IEEE Transactions on Knowledge and Data Engineering,https://ieeexplore.ieee.org/document/5288526,methodology_ml,Transfer-learning framework relevant to 2006-09 vs 2022-24 regime transfer.
191,Sugiyama M; Kawanabe M,2012,Machine Learning in Non-Stationary Environments,MIT Press,https://mitpress.mit.edu/9780262017091/machine-learning-in-non-stationary-environments/,textbook_ml,Covariate-shift and concept-drift methods relevant to our out-of-sample regime.
192,Lipton Z; Wang Y; Smola A,2018,Detecting and correcting for label shift,ICML,https://proceedings.mlr.press/v80/lipton18a.html,methodology_ml,Handles label-prior shift between training and test windows.
193,Hand D,2006,Classifier technology and the illusion of progress,Statistical Science,https://projecteuclid.org/journals/statistical-science/volume-21/issue-1/Classifier-Technology-and-the-Illusion-of-Progress/10.1214/088342306000000060.full,methodology_ml,Warns that marginal model improvements often do not generalise to new data.
194,Fuster A; Goldsmith-Pinkham P; Ramadorai T; Walther A,2022,Predictably unequal,Journal of Finance,https://onlinelibrary.wiley.com/doi/10.1111/jofi.13090b,methodology_ml,Machine-learning mortgage-default models produce predictably unequal outcomes across groups.
195,Mullainathan S; Spiess J,2017,Machine learning an applied econometric approach,Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/jep.31.2.87,methodology_ml,Guidelines for applying ML in econometric problems focused on prediction not identification.
196,Athey S; Imbens G,2019,Machine learning methods that economists should know,Annual Review of Economics,https://www.annualreviews.org/doi/10.1146/annurev-economics-080217-053433,methodology_ml,Reviews econometric-ML methods for policy-prediction problems.
197,Chernozhukov V; Chetverikov D; Demirer M; Duflo E; Hansen C; Newey W; Robins J,2018,Double/debiased machine learning,Econometrics Journal,https://academic.oup.com/ectj/article/21/1/C1/5056401,methodology_ml,DML framework for combining ML with causal inference relevant to feature attribution.
198,Varian H,2014,Big data new tricks for econometrics,Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/jep.28.2.3,methodology_ml,Early econometric-ML primer covering trees forests and cross-validation.
199,Belloni A; Chernozhukov V; Hansen C,2014,High-dimensional methods and inference on structural and treatment effects,Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/jep.28.2.29,methodology_ml,High-dimensional selection methods relevant for metro-level feature selection.
200,Kleinberg J; Ludwig J; Mullainathan S; Obermeyer Z,2015,Prediction policy problems,American Economic Review P&P,https://www.aeaweb.org/articles?id=10.1257/aer.p20151023,methodology_ml,Distinguishes prediction problems (ours) from causal-inference problems in applied economics.
201,Reinhart C; Rogoff K,2008,Is the 2007 US subprime financial crisis so different,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.339,early_warning_null,Pre-crisis macro indicators for US in 2007 resembled those of past advanced-economy crises.
202,Borio C; Drehmann M,2009,Assessing the risk of banking crises revisited,BIS Quarterly Review,https://www.bis.org/publ/qtrpdf/r_qt0903e.htm,early_warning,Credit-to-GDP and property-price gaps jointly predict banking crises moderately well.
203,Alessi L; Detken C,2011,Quasi real time early warning indicators for costly asset price boom/bust cycles,European Journal of Political Economy,https://www.sciencedirect.com/science/article/abs/pii/S0176268011000401,early_warning,Real-time EW indicators for asset-price crashes have moderate AUC around 0.7-0.8.
204,Sarlin P,2013,On policymakers loss functions and the evaluation of early warning systems,Economics Letters,https://www.sciencedirect.com/science/article/abs/pii/S0165176513001006,early_warning,Threshold choice for EW systems must reflect asymmetric losses between missed crises and false alarms.
205,Lo Duca M; Peltonen T,2013,Assessing systemic risks and predicting systemic events,Journal of Banking and Finance,https://www.sciencedirect.com/science/article/pii/S0378426612002464,early_warning,Joint monitoring of domestic and global imbalances improves crisis-prediction performance.
206,Holopainen M; Sarlin P,2017,Toward robust early warning models,Quantitative Finance,https://www.tandfonline.com/doi/abs/10.1080/14697688.2017.1357972,early_warning,Ensemble of ML classifiers outperforms single models in EW crisis prediction.
207,Beutel J; List S; von Schweinitz G,2019,Does machine learning help us predict banking crises,Journal of Financial Stability,https://www.sciencedirect.com/science/article/pii/S1572308918303097,early_warning_null,ML methods do NOT significantly outperform logit in out-of-sample banking-crisis prediction.
208,Bluwstein K; Buckmann M; Joseph A; Kapadia S; Şimşek Ö,2023,Credit growth the yield curve and financial crisis prediction,Journal of International Economics,https://www.sciencedirect.com/science/article/pii/S0022199622001088,early_warning,Machine learning modestly beats logit at predicting financial crises out-of-sample.
209,Fouliard J; Howell M; Rey H,2021,Answering the Queen machine learning and financial crises,NBER Working Paper,https://www.nber.org/papers/w28302,early_warning,Ensemble learning produces meaningfully better 3-year crisis predictions than traditional models.
210,Joy M; Rusnak M; Smidkova K; Vasicek B,2017,Banking and currency crises,International Finance,https://onlinelibrary.wiley.com/doi/10.1111/infi.12097,early_warning,Credit to GDP and house prices jointly form the most useful EW set in emerging markets.
211,Detken C; Weeken O; Alessi L; Bonfim D; Boucinha M; Castro C; Frontczak S; Giordana G; Giese J; Jahn N; others,2014,Operationalising the countercyclical capital buffer,ESRB Occasional Paper,https://www.esrb.europa.eu/pub/pdf/occasional/20140630_occasional_paper_5.pdf,early_warning,EU regulatory guide to calibrating macroprudential EW thresholds.
212,Dell'Ariccia G; Igan D; Laeven L,2012,Credit booms and lending standards,Journal of Money Credit and Banking,https://onlinelibrary.wiley.com/doi/10.1111/j.1538-4616.2012.00491.x,credit_supply,Lending standards deteriorate during credit booms consistent with supply-driven mechanism.
213,Dell'Ariccia G; Laeven L; Suarez G,2017,Bank leverage and monetary policy's risk-taking channel,Journal of Finance,https://onlinelibrary.wiley.com/doi/10.1111/jofi.12467,credit_supply,Low interest rates cause banks to loosen lending standards.
214,Engelhardt G,2003,Nominal loss aversion housing equity constraints and household mobility,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119003000222,inventory,Loss aversion in the housing market reduces household mobility creating lock-in effects.
215,Andersen S; Badarinza C; Liu L; Marx J; Ramadorai T,2022,Reference dependence in the housing market,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.20200304,inventory,Reference-dependent seller behaviour in Denmark slows price adjustment during downturns.
216,Ferreira F; Gyourko J; Tracy J,2010,Housing busts and household mobility,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119010000768,inventory,Negative equity reduces household mobility by 30+ percent consequential for labour-market flow.
217,Fisher J; Gatzlaff D; Geltner D; Haurin D,2003,Controlling for the impact of variable liquidity in commercial real estate price indices,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.00059,methodology_index,Liquidity corrections needed for transaction-based indices relevant to our outcome definition.
218,Geltner D; Miller N; Clayton J; Eichholtz P,2013,Commercial Real Estate Analysis and Investments (3rd ed),OnCourse Learning,https://www.oncourselearning.com/,textbook_re,Textbook treatment of real-estate cycles transferable to residential crash analysis.
219,Leamer E,2007,Housing is the business cycle,Proceedings of Jackson Hole,https://www.kansascityfed.org/documents/3056/2007-Housing%20IS%20the%20Business%20Cycle.pdf,macro,Residential investment downturn leads every post-war US recession except one.
220,Ghent A; Owyang M,2010,Is housing the business cycle,Journal of Money Credit and Banking,https://onlinelibrary.wiley.com/doi/10.1111/j.1538-4616.2010.00315.x,macro,Leamer's thesis holds at national level but not at metro level where correlations are weaker.
221,Del Negro M; Otrok C,2007,99 Luftballons monetary policy and the house price boom across US states,Journal of Monetary Economics,https://www.sciencedirect.com/science/article/abs/pii/S0304393207000876,macro,Monetary policy plays small role in state-level price boom factor models.
222,Glaeser E; Kahn M,2010,The greenness of cities,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S009411900900099X,supply_elasticity,Zoning stringency correlates with metro-level environmental outcomes and housing supply.
223,Gyourko J; Molloy R,2015,Regulation and housing supply,Handbook of Regional and Urban Economics,https://www.sciencedirect.com/science/article/pii/B9780444595317000164,supply_elasticity,Comprehensive review of land-use-regulation measurement and its effect on supply elasticity.
224,Gyourko J; Saiz A; Summers A,2008,A new measure of the local regulatory environment,Urban Studies,https://journals.sagepub.com/doi/10.1177/0042098007087341,supply_elasticity,Introduces the Wharton Residential Land Use Regulatory Index widely used as a supply-constraint proxy.
225,Hsieh C; Moretti E,2019,Housing constraints and spatial misallocation,American Economic Journal Macroeconomics,https://www.aeaweb.org/articles?id=10.1257/mac.20170388,supply_elasticity,Housing constraints in SF NY and San Jose reduced aggregate US GDP by 3.7 percent.
226,Paciorek A,2013,Supply constraints and housing market dynamics,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119013000259,supply_elasticity,Supply constraints amplify both the level and volatility of metro house prices.
227,Diamond R,2016,The determinants and welfare implications of US workers' diverging location choices by skill,American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.20131706,supply_elasticity,Housing-supply elasticity differentials drove the skill-based geographic sorting 1980-2000.
228,Ganong P; Shoag D,2017,Why has regional income convergence in the US declined,Journal of Urban Economics,https://www.sciencedirect.com/science/article/pii/S0094119017300876,supply_elasticity,Land-use regulation in high-income metros has halted US regional income convergence.
229,Howard G,2020,The migration accelerator,American Economic Journal Macroeconomics,https://www.aeaweb.org/articles?id=10.1257/mac.20180197,supply_elasticity,Migration responds to local economic shocks amplified by inelastic housing supply.
230,Calder-Wang S,2021,The distributional impact of the sharing economy on the housing market,Working Paper Wharton,https://home.caldewang.com/,supply_elasticity,Airbnb-driven demand raised prices in high-elasticity supply metros.
231,Garcia D,2022,Second-home buyers and the housing boom and bust,Real Estate Economics,https://onlinelibrary.wiley.com/doi/10.1111/1540-6229.12328,speculation,Second-home and investor-buyer shares predict metro-level price volatility in 2000s and 2020s.
232,Cvijanović D; Spaenjers C,2021,We'll always have Paris,Management Science,https://pubsonline.informs.org/doi/10.1287/mnsc.2020.3838,speculation,Foreign second-home buyers affect high-end segment prices in global cities.
233,Badarinza C; Ramadorai T,2018,Home away from home safe haven effects and London house prices,Journal of Financial Economics,https://www.sciencedirect.com/science/article/pii/S0304405X18300771,speculation,Foreign capital flight during home-country crises raises London prices consistent with safe-haven demand.
234,Sá F,2015,The effect of foreign investors on local housing markets,CEPR Discussion Paper,https://cepr.org/publications/dp10899,speculation,Foreign buyer surges raised UK house prices particularly at the top of the distribution.
235,Saiz A,2007,Immigration and housing rents in American cities,Journal of Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S0094119006000842,demographics,Immigration shocks causally raise rents and prices by 1 percent per 1 percent population increase.
236,Hanushek E; Quigley J,1980,What is the price elasticity of housing demand,Review of Economics and Statistics,https://www.jstor.org/stable/1924794,demographics,Classical estimate of housing-demand income and price elasticities.
237,Poterba J,1991,House price dynamics the role of tax policy and demography,Brookings Papers on Economic Activity,https://www.brookings.edu/articles/house-price-dynamics-the-role-of-tax-policy-and-demography/,demographics,Demographic cohort shifts drove 1980s house-price dynamics.
238,Mankiw N G; Weil D,1989,The baby boom the baby bust and the housing market,Regional Science and Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/0166046289900058,demographics,Famous (and famously wrong) demographic forecast of 1990s price declines cautionary tale.
239,Engelhardt G; Poterba J,1991,House prices and demographic change,Regional Science and Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/016604629190037P,demographics,Mankiw-Weil critique showing demographic effects on prices are much smaller than claimed.
240,Green R; Hendershott P,1996,Age housing demand and real house prices,Regional Science and Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/0166046295020795,demographics,Re-estimation confirms smaller demographic price effects and their state-level heterogeneity.
241,Myers D; Pitkin J,2009,Demographic forces and housing demand,Housing Policy Debate,https://www.tandfonline.com/doi/abs/10.1080/10511482.2009.9521366,demographics,Updated demographic forecasts for post-2008 era housing demand.
242,Goodman L; Mayer C,2018,Homeownership and the American dream,Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/jep.32.1.31,demographics,Reviews post-2008 homeownership trends and policy responses.
243,Begley J; Chan S,2018,Minority neighborhoods and the housing cycle,Journal of Urban Economics,https://www.sciencedirect.com/science/article/pii/S0094119018301001,demographics,Minority neighbourhoods showed sharper boom-bust cycles particularly in subprime-heavy metros.
244,Wachter S,2018,Credit risk cycles and the subprime crisis,Journal of Money Credit and Banking,https://onlinelibrary.wiley.com/doi/10.1111/jmcb.12487,credit_supply,Reviews how credit-risk underwriting cycles align with housing cycles.
245,Geanakoplos J,2010,The leverage cycle,NBER Macroeconomics Annual,https://www.nber.org/chapters/c11786,theory,Leverage-cycle theory linking margin requirements to asset-price booms and crashes.
246,Brunnermeier M; Pedersen L,2009,Market liquidity and funding liquidity,Review of Financial Studies,https://academic.oup.com/rfs/article/22/6/2201/1592167,theory,Liquidity spirals between asset and funding markets generate crisis amplification.
247,Adrian T; Shin H,2010,Liquidity and leverage,Journal of Financial Intermediation,https://www.sciencedirect.com/science/article/abs/pii/S104295730800046X,theory,Balance-sheet channel linking broker-dealer leverage to asset-price volatility.
248,Shleifer A; Vishny R,2011,Fire sales in finance and macroeconomics,Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/jep.25.1.29,theory,Fire-sale mechanism relevant for foreclosure-driven price declines.
