model	random_init	layer	basis	threshold	n_avalanches	alpha	beta	gamma_predicted	gamma_measured	ks	p_vs_lognormal	p_vs_exponential	sigma_ambient_MR	sigma_subspace_MR	K_PR	participation_ratio
gpt2	True	2	random	2.0	1								0.9492277837599665	0.9259531470018143	88	87.63554581472741
gpt2	True	2	random	2.5	84	2.499496191884958	2.010808053232349	0.6740984463332994		0.17857505790392525	0.14345135005764195	0.03602660901745075	0.9492277837599665	0.9259531470018143	88	87.63554581472741
gpt2	True	2	random	3.0	8450	1.85914580331568	2.51697215347719	1.7656748687158539	1.2088449587837868	0.06341446034356168	1.1529660295771305e-36	2.5577857948867822e-09	0.9492277837599665	0.9259531470018143	88	87.63554581472741
gpt2	True	2	pca	2.0	1								0.9492277837599665	0.9259531470018143	88	87.63554581472741
gpt2	True	2	pca	2.5	120	2.65326699253799	2.7444108560306146	1.0551295488895636	1.0201230478259067	0.0942852846410247	0.29128937873933614	0.5916240583036032	0.9492277837599665	0.9259531470018143	88	87.63554581472741
gpt2	True	2	pca	3.0	7930	1.854635641204617	2.239820422547333	1.4507005825310473	1.2384387033371218	0.05481397490291634	3.362048330931538e-27	3.073365747137928e-12	0.9492277837599665	0.9259531470018143	88	87.63554581472741
gpt2	True	3	ambient	2.0	1								0.9460634865587552	0.9582324335695253	86	86.23410198761432
gpt2	True	3	ambient	2.5	111	2.958919584440733	2.986986077802664	1.0143275372735343		0.08923958666409437	0.5125144126841417	0.6944558832562471	0.9460634865587552	0.9582324335695253	86	86.23410198761432
gpt2	True	3	ambient	3.0	8667	1.8171036675620655	2.995059439389565	2.4416234054389734	1.2288987828081561	0.05667643288102675	1.4621951909025042e-35	2.422517600682385e-21	0.9460634865587552	0.9582324335695253	86	86.23410198761432
gpt2	True	3	random	2.0	1								0.9460634865587552	0.9582324335695253	86	86.23410198761432
gpt2	True	3	random	2.5	133	2.976989947222478	2.8888932485471512	0.9554389748925654	1.0482943420061053	0.1270185796499685	0.2619632214921307	0.24313183683728545	0.9460634865587552	0.9582324335695253	86	86.23410198761432
gpt2	True	3	random	3.0	8705	1.8479028260598636	2.6085652375393336	1.8971103622973016	1.2333577835108471	0.06411859349796944	4.64961535930674e-35	2.0303960020121114e-08	0.9460634865587552	0.9582324335695253	86	86.23410198761432
gpt2	True	3	pca	2.0	1								0.9460634865587552	0.9582324335695253	86	86.23410198761432
gpt2	True	3	pca	2.5	151	2.796286725640692	2.9364651478591015	1.0780378879482124	1.0808645806044146	0.10195272329945648	0.1536129818611653	0.12380436191023908	0.9460634865587552	0.9582324335695253	86	86.23410198761432
gpt2	True	3	pca	3.0	8170	1.8670321005117498	2.546054663003	1.7831573503339373	1.2677858684002745	0.04545065351679112	2.9523018847350325e-21	1.0475228212036265e-23	0.9460634865587552	0.9582324335695253	86	86.23410198761432
gpt2	True	4	ambient	2.0	1								0.9442585761521657	0.9081826073956086	80	79.8858734854446
gpt2	True	4	ambient	2.5	119	2.496339600611184	2.516703359642412	1.0136090490573866	1.0464279976768558	0.09972759457025274	0.19019953899520425	0.3744848201032148	0.9442585761521657	0.9081826073956086	80	79.8858734854446
gpt2	True	4	ambient	3.0	8463	1.7972603879155455	2.6121378945967346	2.02209707020777	1.2341540332463519	0.058814890367238304	1.2399941664482337e-35	8.655643137014999e-19	0.9442585761521657	0.9081826073956086	80	79.8858734854446
gpt2	True	4	random	2.0	1								0.9442585761521657	0.9081826073956086	80	79.8858734854446
gpt2	True	4	random	2.5	107	2.8049275579360056	2.903929010370633	1.0548506514842284	1.0736728661837158	0.12707279522319748	0.4004005734570111	0.8001326556076196	0.9442585761521657	0.9081826073956086	80	79.8858734854446
gpt2	True	4	random	3.0	8592	1.8077827374409725	2.652230938663371	2.0453902541883733	1.232725605299288	0.058170271416557395	1.259095354285219e-34	8.903244121741178e-23	0.9442585761521657	0.9081826073956086	80	79.8858734854446
gpt2	True	4	pca	2.0	1								0.9442585761521657	0.9081826073956086	80	79.8858734854446
gpt2	True	4	pca	2.5	154	2.1047160312544113	2.203094167513241	1.0890528728429159	1.180435488584422	0.09240749017827937	0.10853647524504817	0.8940986003271985	0.9442585761521657	0.9081826073956086	80	79.8858734854446
gpt2	True	4	pca	3.0	8100	1.8428521347456046	2.170427405121993	1.388650935167008	1.267145302390808	0.03585211957881318	1.292381449016863e-18	1.6690573042810384e-38	0.9442585761521657	0.9081826073956086	80	79.8858734854446
gpt2	True	5	ambient	2.0	1								0.9498663103688701	0.9572378023283992	77	77.08975497057163
gpt2	True	5	ambient	2.5	151	2.664460187764826	2.883152088693496	1.1313890849034651	1.0411548676531486	0.114954352827777	0.33490018137454247	0.9834257238004079	0.9498663103688701	0.9572378023283992	77	77.08975497057163
gpt2	True	5	ambient	3.0	8792	1.8006765838130756	2.923840143728203	2.4027680871673134	1.2513098322188478	0.05045058448725703	2.622525965471167e-31	2.3193563855313645e-26	0.9498663103688701	0.9572378023283992	77	77.08975497057163
gpt2	True	5	random	2.0	1								0.9498663103688701	0.9572378023283992	77	77.08975497057163
gpt2	True	5	random	2.5	164	2.2696100915054758	2.7996882469610602	1.4175125568094922	1.0518473438525513	0.1294127218832941	0.026077312723834224	0.0202247313372011	0.9498663103688701	0.9572378023283992	77	77.08975497057163
gpt2	True	5	random	3.0	8518	1.743169897651317	1.9868884794142887	1.3279446362577516	1.2357142016641642	0.05657748214387903	5.145222908844325e-37	7.053354277864352e-35	0.9498663103688701	0.9572378023283992	77	77.08975497057163
gpt2	True	5	pca	2.0	1								0.9498663103688701	0.9572378023283992	77	77.08975497057163
gpt2	True	5	pca	2.5	183	2.7294611755948748	2.855926689283488	1.0731242282123583	1.158929532429574	0.10890367213768207	0.1851336806103735	0.2917550776304195	0.9498663103688701	0.9572378023283992	77	77.08975497057163
gpt2	True	5	pca	3.0	8013	1.809543256812449	2.2729824187187813	1.5724699180759152	1.2926820101091734	0.04551867561476475	5.31965085318911e-22	7.840172952153835e-32	0.9498663103688701	0.9572378023283992	77	77.08975497057163
gpt2	True	6	ambient	2.0	1								0.9499366923158548	0.9562290564002468	87	87.1887123173901
gpt2	True	6	ambient	2.5	161	2.5083277359129967	2.6176630239293663	1.0724877527695853	1.229662450379636	0.11395955912260258	0.11367958855667705	0.17489919042464963	0.9499366923158548	0.9562290564002468	87	87.1887123173901
gpt2	True	6	ambient	3.0	8492	2.954759882463385	2.317150953733475	0.6738172629538538	1.2633884392371102	0.045853685764074004	0.02312104199717888	0.21527733161623674	0.9499366923158548	0.9562290564002468	87	87.1887123173901
gpt2	True	6	random	2.0	1								0.9499366923158548	0.9562290564002468	87	87.1887123173901
gpt2	True	6	random	2.5	146	2.464699236646682	2.803182881883802	1.231094300296116	1.1818655629438224	0.14127063096639764	0.20829008161527118	0.4854942997899765	0.9499366923158548	0.9562290564002468	87	87.1887123173901
gpt2	True	6	random	3.0	8372	1.7745858884599774	2.44319077959471	1.8631772164918277	1.2542487387220764	0.05537862043924269	6.704065368976139e-30	7.616369537104024e-26	0.9499366923158548	0.9562290564002468	87	87.1887123173901
gpt2	True	6	pca	2.0	1								0.9499366923158548	0.9562290564002468	87	87.1887123173901
gpt2	True	6	pca	2.5	202	2.131004783349983	2.2565069362899557	1.110965183160624	1.2371808099741828	0.11873290413015669	0.027629212950648515	0.07390542341218659	0.9499366923158548	0.9562290564002468	87	87.1887123173901
gpt2	True	6	pca	3.0	7933	1.7974639641963441	2.2156271280699196	1.524366219224696	1.2852886076749155	0.04476967833615231	3.3326862857439548e-21	7.168926277317082e-33	0.9499366923158548	0.9562290564002468	87	87.1887123173901
gpt2	True	7	ambient	2.0	1								0.9434552663623135	0.9574706335349474	81	80.81789459680172
gpt2	True	7	ambient	2.5	181	2.8023469592049466	2.897341399946919	1.0527059677698662	1.2425367739464517	0.11326743674425466	0.19116318859881087	0.1842219499215103	0.9434552663623135	0.9574706335349474	81	80.81789459680172
gpt2	True	7	ambient	3.0	8434	1.7467682914940625	2.545801891817265	2.069988655684044	1.261137537688433	0.05987178448547947	1.0464667083608548e-35	5.1296615077871e-41	0.9434552663623135	0.9574706335349474	81	80.81789459680172
gpt2	True	7	random	2.0	1								0.9434552663623135	0.9574706335349474	81	80.81789459680172
gpt2	True	7	random	2.5	203	2.8971075182770973	2.438555853783109	0.7582890478920074	1.2084191229891093	0.1233977447541601	0.12333352721836104	0.08895304425705078	0.9434552663623135	0.9574706335349474	81	80.81789459680172
gpt2	True	7	random	3.0	8372	2.983142527819949	2.473667543760471	0.7430971415758305	1.2429811671658342	0.05060514867101268	0.011387759948964583	0.6064313162577171	0.9434552663623135	0.9574706335349474	81	80.81789459680172
gpt2	True	7	pca	2.0	1								0.9434552663623135	0.9574706335349474	81	80.81789459680172
gpt2	True	7	pca	2.5	211	2.3799391628558544	2.5168799627780016	1.099236838556521	1.2385703073058345	0.11078036782135292	0.07818360040514838	0.4515744985144955	0.9434552663623135	0.9574706335349474	81	80.81789459680172
gpt2	True	7	pca	3.0	7943	1.7905789677412947	2.1259797391384643	1.4242470203266584	1.2852795108918387	0.04329964985015067	1.1704993476129302e-19	9.7685287690045e-35	0.9434552663623135	0.9574706335349474	81	80.81789459680172
gpt2	True	8	ambient	2.0	1								0.9524794715506396	0.9531552888662297	85	84.88547623972171
gpt2	True	8	ambient	2.5	169	1.856619539714321	2.5026994977173813	1.7542204304825046	1.2053510586141865	0.15523457935697016	0.003585944080050871	0.012643859186159642	0.9524794715506396	0.9531552888662297	85	84.88547623972171
gpt2	True	8	ambient	3.0	8340	1.7681582599690187	2.1707353929076456	1.5240809790353145	1.2484869161995564	0.053008923541366326	4.479628736647567e-28	1.651593737116055e-31	0.9524794715506396	0.9531552888662297	85	84.88547623972171
gpt2	True	8	random	2.0	1								0.9524794715506396	0.9531552888662297	85	84.88547623972171
gpt2	True	8	random	2.5	156	2.0678789115355793	2.037749844439312	0.9717860641587701	1.0395234110317626	0.14638546454303974	0.023757788127250472	0.01842669138635932	0.9524794715506396	0.9531552888662297	85	84.88547623972171
gpt2	True	8	random	3.0	8540	1.7581601966281069	2.1679597563285657	1.5405184306997772	1.252002729250105	0.04003184045517272	1.1422601605594407e-24	4.836343867793922e-59	0.9524794715506396	0.9531552888662297	85	84.88547623972171
gpt2	True	8	pca	2.0	1								0.9524794715506396	0.9531552888662297	85	84.88547623972171
gpt2	True	8	pca	2.5	215	2.716997682537447	2.8590675855733805	1.082743211875497	1.2667016224866516	0.11946278176793701	0.10010108722871376	0.15569596298817936	0.9524794715506396	0.9531552888662297	85	84.88547623972171
gpt2	True	8	pca	3.0	8155	1.7383690931631253	2.051320378010338	1.4238412573670303	1.3035085820824777	0.039766710465744814	1.0295044405109538e-22	4.397714368531245e-73	0.9524794715506396	0.9531552888662297	85	84.88547623972171
gpt2	True	9	ambient	2.0	1								0.9454487108499987	0.943586699377504	77	76.54698544317546
gpt2	True	9	ambient	2.5	200	2.912186011856247	2.94704397129099	1.0182293768590562	1.2406009229853439	0.07152138429817524	0.35228041553701006	0.9479156222286061	0.9454487108499987	0.943586699377504	77	76.54698544317546
gpt2	True	9	ambient	3.0	8385	1.7334729915359781	2.059114147392452	1.4439715703430924	1.2814651916897195	0.04469517007450485	3.826447093973458e-29	4.396450221876868e-47	0.9454487108499987	0.943586699377504	77	76.54698544317546
gpt2	True	9	random	2.0	1								0.9454487108499987	0.943586699377504	77	76.54698544317546
gpt2	True	9	random	2.5	192	2.368500813893405	2.626310884137543	1.1883886860912156	1.236663186377605	0.12443107118842944	0.06238169778422514	0.10193817067285761	0.9454487108499987	0.943586699377504	77	76.54698544317546
gpt2	True	9	random	3.0	8525	1.741954496034349	2.083591441737841	1.4604553884766487	1.2835096746626755	0.0439798236596152	1.2483735344362828e-29	3.8893118381512483e-47	0.9454487108499987	0.943586699377504	77	76.54698544317546
gpt2	True	9	pca	2.0	1								0.9454487108499987	0.943586699377504	77	76.54698544317546
gpt2	True	9	pca	2.5	255	2.3170578799518973	2.8368563450708852	1.3946663795352505	1.2374037568485332	0.10863900891140715	0.07339177700803402	0.3461436467704022	0.9454487108499987	0.943586699377504	77	76.54698544317546
gpt2	True	9	pca	3.0	8089	1.7128084852733623	1.9593738809846404	1.345906931251976	1.3014604466730337	0.0377653481419894	1.5772631395843247e-22	7.076391678265853e-107	0.9454487108499987	0.943586699377504	77	76.54698544317546
gpt2	True	10	ambient	2.0	1								0.9508527430954803	0.9544964340942989	82	82.27386271790527
gpt2	True	10	ambient	2.5	187	2.280373084779049	2.297916923417127	1.0137021301420948	1.2119121684059684	0.10083403796390494	0.108029142375438	0.6330552475438439	0.9508527430954803	0.9544964340942989	82	82.27386271790527
gpt2	True	10	ambient	3.0	8307	1.7244581052262953	2.9529993957010614	2.6958072269631286	1.2752116240375189	0.046023436393634154	9.112821313239075e-28	3.557172030208968e-52	0.9508527430954803	0.9544964340942989	82	82.27386271790527
gpt2	True	10	random	2.0	1								0.9508527430954803	0.9544964340942989	82	82.27386271790527
gpt2	True	10	random	2.5	227	1.8996927438603382	2.0101984997374727	1.122826105502401	1.2279967135928491	0.1554791127063339	0.0011516477658484602	0.0013898734472149047	0.9508527430954803	0.9544964340942989	82	82.27386271790527
gpt2	True	10	random	3.0	8517	1.7385777682836387	1.9874270083472323	1.3369303149238945	1.2737307689779092	0.04031856707198633	2.617293732092924e-23	6.437463864512219e-66	0.9508527430954803	0.9544964340942989	82	82.27386271790527
gpt2	True	10	pca	2.0	1								0.9508527430954803	0.9544964340942989	82	82.27386271790527
gpt2	True	10	pca	2.5	270	2.9754161796248813	2.857176589436172	0.9401444660582043	1.2761152863191247	0.0890890629343738	0.5460084205753231	0.3278281096381611	0.9508527430954803	0.9544964340942989	82	82.27386271790527
gpt2	True	10	pca	3.0	8162	1.7385359745744324	2.124257007173192	1.5222779199361602	1.3103051799259173	0.035712998767275295	1.588160655456269e-18	6.629686710278664e-81	0.9508527430954803	0.9544964340942989	82	82.27386271790527
gpt2	True	11	ambient	2.0	1								0.957721810157574	0.9596927734741861	81	80.66043814464932
gpt2	True	11	ambient	2.5	214	2.889995953878559	2.9756236855967493	1.0453057751486023	1.2599567833364802	0.11476629009530942	0.30306474828836427	0.8005703969678848	0.957721810157574	0.9596927734741861	81	80.66043814464932
gpt2	True	11	ambient	3.0	8534	1.725324001249041	2.3798831936777702	1.9024369678951043	1.2609936468612293	0.043392194841738285	3.8908702763664134e-29	8.237679535847124e-53	0.957721810157574	0.9596927734741861	81	80.66043814464932
gpt2	True	11	random	2.0	1								0.957721810157574	0.9596927734741861	81	80.66043814464932
gpt2	True	11	random	2.5	212	2.6541280674209533	2.5814936042682275	0.9560889724421553	1.2803822993217902	0.11857327267369366	0.21852615925208818	0.42621354049742954	0.957721810157574	0.9596927734741861	81	80.66043814464932
gpt2	True	11	random	3.0	8449	1.732308653786451	1.978817052743687	1.3366181700607358	1.2935751946372454	0.045656128780148464	7.284625556874915e-25	8.884382108694639e-59	0.957721810157574	0.9596927734741861	81	80.66043814464932
gpt2	True	11	pca	2.0	1								0.957721810157574	0.9596927734741861	81	80.66043814464932
gpt2	True	11	pca	2.5	239	2.083786179780209	2.596725463059697	1.4732845766528522	1.2578956977100464	0.12205588108999449	0.015751475615739703	0.16575046854976272	0.957721810157574	0.9596927734741861	81	80.66043814464932
gpt2	True	11	pca	3.0	8179	1.7515345530622315	2.0515638176205675	1.399222182580728	1.3229775840156344	0.04331430803801373	6.59945657473551e-17	1.2902983324341123e-66	0.957721810157574	0.9596927734741861	81	80.66043814464932
